MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength
,,,,249341000033115,321367006,Chlorpromazine 50mg tablets,Chlorpromazine 50mg tablets,Tablet,Oral,Chlorpromazine hydrochloride,50.000mg
,,,,2644841000033114,35901111000001102,Amisulpride 100mg/ml oral solution sugar free,Amisulpride 100mg/ml oral solution sugar free,Oral solution,Oral,Amisulpride,100.000mg/1.000ml
,,,,2644941000033118,3933811000001105,Solian 100mg/ml oral solution (Sanofi),Solian 100mg/ml oral solution,Oral solution,Oral,Amisulpride,100.000mg/1.000ml
,,,,2658941000033110,145511000001103,Sulpor 200mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Sulpor 200mg/5ml oral solution,Oral solution,Oral,Sulpiride,40.000mg/1.000ml
,,,,273641000033114,4129911000001100,Clopixol Acuphase 50mg/1ml solution for injection ampoules (Lundbeck Ltd),Clopixol Acuphase 50mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Zuclopenthixol acetate,50.000mg/1.000ml
,,,,274841000033112,4130411000001101,Clopixol Acuphase 100mg/2ml solution for injection ampoules (Lundbeck Ltd),Clopixol Acuphase 100mg/2ml solution for injection ampoules,Solution for injection,Intramuscular,Zuclopenthixol acetate,50.000mg/1.000ml
,,,,2758141000033116,30799611000001105,Haloperidol 200micrograms/ml oral solution sugar free,Haloperidol 200micrograms/ml oral solution sugar free,Oral solution,Oral,Haloperidol,200.000microgram/1.000ml
,,,,2759641000033117,376807001,Olanzapine 15mg tablets,Olanzapine 15mg tablets,Tablet,Oral,Olanzapine,15.000mg
,,,,2759741000033114,3434911000001100,Olanzapine 15mg oral lyophilisates sugar free,Olanzapine 15mg oral lyophilisates sugar free,Oral lyophilisate,Oral,Olanzapine,15.000mg
,,,,2759841000033116,511111000001106,Zyprexa 15mg tablets (Eli Lilly and Company Ltd),Zyprexa 15mg tablets,Tablet,Oral,Olanzapine,15.000mg
,,,,2759941000033112,437611000001106,Zyprexa 15mg Velotabs (Eli Lilly and Company Ltd),Zyprexa 15mg Velotabs,Oral lyophilisate,Oral,Olanzapine,15.000mg
,,,,276041000033113,178611000001106,Clopixol 200mg/1ml solution for injection ampoules (Lundbeck Ltd),Clopixol 200mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Zuclopenthixol decanoate,200.000mg/1.000ml
,,,,276141000033112,32911000001106,Clopixol Conc 500mg/1ml solution for injection ampoules (Lundbeck Ltd),Clopixol Conc 500mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Zuclopenthixol decanoate,500.000mg/1.000ml
,,,,2779841000033118,4520711000001102,Risperdal Consta 25mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),Risperdal Consta 25mg powder and solvent for suspension for injection vials,Powder and solvent for suspension for injection,Intramuscular,Risperidone,25.000mg
,,,,2779941000033114,4166711000001102,Risperdal Consta 37.5mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),Risperdal Consta 37.5mg powder and solvent for suspension for injection vials,Powder and solvent for suspension for injection,Intramuscular,Risperidone,37.500mg
,,,,2780041000033113,4167011000001101,Risperdal Consta 50mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),Risperdal Consta 50mg powder and solvent for suspension for injection vials,Powder and solvent for suspension for injection,Intramuscular,Risperidone,50.000mg
,,,,2780141000033112,4559111000001109,Risperidone 25mg powder and solvent for suspension for injection vials,Risperidone 25mg powder and solvent for suspension for injection vials,Powder and solvent for suspension for injection,Intramuscular,Risperidone,25.000mg
,,,,2780241000033117,4176911000001105,Risperidone 37.5mg powder and solvent for suspension for injection vials,Risperidone 37.5mg powder and solvent for suspension for injection vials,Powder and solvent for suspension for injection,Intramuscular,Risperidone,37.500mg
,,,,2780341000033110,4177011000001109,Risperidone 50mg powder and solvent for suspension for injection vials,Risperidone 50mg powder and solvent for suspension for injection vials,Powder and solvent for suspension for injection,Intramuscular,Risperidone,50.000mg
,,,,2835141000033114,400645002,Amisulpride 100mg tablets,Amisulpride 100mg tablets,Tablet,Oral,Amisulpride,100.000mg
,,,,2835241000033119,2841911000001104,Solian 100 tablets (Sanofi),Solian 100 tablets,Tablet,Oral,Amisulpride,100.000mg
,,,,284941000033113,3830311000001101,Clozaril 25mg tablets (Mylan),Clozaril 25mg tablets,Tablet,Oral,Clozapine,25.000mg
,,,,285041000033113,3832011000001100,Clozaril 100mg tablets (Mylan),Clozaril 100mg tablets,Tablet,Oral,Clozapine,100.000mg
,,,,2868841000033116,4054011000001109,Risperidone 1mg orodispersible tablets sugar free,Risperidone 1mg orodispersible tablets sugar free,Orodispersible tablet,Oral,Risperidone,1.000mg
,,,,2868941000033112,4054111000001105,Risperidone 2mg orodispersible tablets sugar free,Risperidone 2mg orodispersible tablets sugar free,Orodispersible tablet,Oral,Risperidone,2.000mg
,,,,2869041000033115,4039211000001101,Risperdal Quicklet 1mg orodispersible tablets (Janssen-Cilag Ltd),Risperdal Quicklet 1mg orodispersible tablets,Orodispersible tablet,Oral,Risperidone,1.000mg
,,,,2869141000033116,4039711000001108,Risperdal Quicklet 2mg orodispersible tablets (Janssen-Cilag Ltd),Risperdal Quicklet 2mg orodispersible tablets,Orodispersible tablet,Oral,Risperidone,2.000mg
,,,,286941000033115,827511000001102,Clopixol 10mg tablets (Lundbeck Ltd),Clopixol 10mg tablets,Tablet,Oral,Zuclopenthixol dihydrochloride,10.000mg
,,,,287041000033119,153611000001101,Clopixol 2mg tablets (Lundbeck Ltd),Clopixol 2mg tablets,Tablet,Oral,Zuclopenthixol dihydrochloride,2.000mg
,,,,287141000033115,618211000001102,Clopixol 25mg tablets (Lundbeck Ltd),Clopixol 25mg tablets,Tablet,Oral,Zuclopenthixol dihydrochloride,25.000mg
,,,,287541000033112,321574000,Clozapine 100mg tablets,Clozapine 100mg tablets,Tablet,Oral,Clozapine,100.000mg
,,,,287641000033113,321573006,Clozapine 25mg tablets,Clozapine 25mg tablets,Tablet,Oral,Clozapine,25.000mg
,,,,2929741000033118,36053511000001109,Haloperidol 5mg/1ml solution for injection ampoules,Haloperidol 5mg/1ml solution for injection ampoules,Solution for injection,Intramuscular/ Intravenous,Haloperidol,5.000mg/1.000ml
,,,,2929841000033111,3246911000001106,Haldol 5mg/1ml solution for injection ampoules (Janssen-Cilag Ltd),Haldol 5mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Haloperidol,5.000mg/1.000ml
,,,,2955541000033113,322411000001102,Terrazine 1mg tablets (Dr Reddy's Laboratories (UK) Ltd),Terrazine 1mg tablets,Tablet,Oral,Trifluoperazine hydrochloride,1.000mg
,,,,2973141000033118,8723911000001108,Topiramate 25mg/5ml oral suspension,Topiramate 25mg/5ml oral suspension,Oral suspension,Oral,Topiramate,5.000mg/1.000ml
,,,,2975841000033113,429830008,Quetiapine 300mg tablets,Quetiapine 300mg tablets,Tablet,Oral,Quetiapine fumarate,300.000mg
,,,,2975941000033117,4989111000001106,Seroquel 300mg tablets (Luye Pharma Ltd),Seroquel 300mg tablets,Tablet,Oral,Quetiapine fumarate,300.000mg
,,,,3030841000033118,5818311000001104,Olanzapine 10mg powder for solution for injection vials,Olanzapine 10mg powder for solution for injection vials,Powder for solution for injection,Intramuscular,Olanzapine,10.000mg
,,,,3076141000033111,8723811000001103,Topiramate 50mg/5ml oral suspension,Topiramate 50mg/5ml oral suspension,Oral suspension,Oral,Topiramate,10.000mg/1.000ml
,,,,3090541000033111,36058011000001108,Flupentixol 50mg/0.5ml solution for injection ampoules,Flupentixol 50mg/0.5ml solution for injection ampoules,Solution for injection,Intramuscular,Flupentixol decanoate,100.000mg/1.000ml
,,,,3090641000033112,36068611000001107,Flupentixol 100mg/1ml solution for injection ampoules,Flupentixol 100mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Flupentixol decanoate,100.000mg/1.000ml
,,,,3090741000033115,36068711000001103,Flupentixol 200mg/1ml solution for injection ampoules,Flupentixol 200mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Flupentixol decanoate,200.000mg/1.000ml
,,,,3090841000033113,36068811000001106,Flupentixol 20mg/1ml solution for injection ampoules,Flupentixol 20mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Flupentixol decanoate,20.000mg/1.000ml
,,,,3090941000033117,36068911000001101,Flupentixol 40mg/2ml solution for injection ampoules,Flupentixol 40mg/2ml solution for injection ampoules,Solution for injection,Intramuscular,Flupentixol decanoate,20.000mg/1.000ml
,,,,3091041000033110,39692311000001104,Flupentixol 1mg tablets,Flupentixol 1mg tablets,Tablet,Oral,Flupentixol dihydrochloride,1.000mg
,,,,3091141000033114,39692511000001105,Flupentixol 500microgram tablets,Flupentixol 500microgram tablets,Tablet,Oral,Flupentixol dihydrochloride,500.000microgram
,,,,3091241000033119,39692411000001106,Flupentixol 3mg tablets,Flupentixol 3mg tablets,Tablet,Oral,Flupentixol dihydrochloride,3.000mg
,,,,3103841000033110,36016711000001103,Pipotiazine 100mg/2ml solution for injection ampoules,Pipotiazine 100mg/2ml solution for injection ampoules,Solution for injection,Intramuscular,Pipotiazine palmitate,50.000mg/1.000ml
,,,,3104041000033117,36016911000001101,Pipotiazine 50mg/1ml solution for injection ampoules,Pipotiazine 50mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Pipotiazine palmitate,50.000mg/1.000ml
,,,,3137541000033113,406787003,Aripiprazole 10mg tablets,Aripiprazole 10mg tablets,Tablet,Oral,Aripiprazole,10.000mg
,,,,3137641000033114,406788008,Aripiprazole 15mg tablets,Aripiprazole 15mg tablets,Tablet,Oral,Aripiprazole,15.000mg
,,,,3137741000033117,406790009,Aripiprazole 30mg tablets,Aripiprazole 30mg tablets,Tablet,Oral,Aripiprazole,30.000mg
,,,,3137841000033110,7637111000001104,Abilify 10mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Abilify 10mg tablets,Tablet,Oral,Aripiprazole,10.000mg
,,,,3137941000033119,7637411000001109,Abilify 15mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Abilify 15mg tablets,Tablet,Oral,Aripiprazole,15.000mg
,,,,3138041000033116,7637811000001106,Abilify 30mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Abilify 30mg tablets,Tablet,Oral,Aripiprazole,30.000mg
,,,,3141141000033114,7740511000001103,Stelazine Forte 1mg/ml oral solution (Mercury Pharma Group Ltd),Stelazine Forte 1mg/ml oral solution,Oral solution,Oral,Trifluoperazine hydrochloride,1.000mg/1.000ml
,,,,3158941000033116,7972911000001104,Denzapine 25mg tablets (Britannia Pharmaceuticals Ltd),Denzapine 25mg tablets,Tablet,Oral,Clozapine,25.000mg
,,,,3159041000033113,7974011000001109,Denzapine 100mg tablets (Britannia Pharmaceuticals Ltd),Denzapine 100mg tablets,Tablet,Oral,Clozapine,100.000mg
,,,,3189041000033117,35919911000001103,Topiramate 15mg capsules,Topiramate 15mg capsules,Capsule,Oral,Topiramate,15.000mg
,,,,3189141000033118,35920011000001101,Topiramate 25mg capsules,Topiramate 25mg capsules,Capsule,Oral,Topiramate,25.000mg
,,,,3189241000033113,35920111000001100,Topiramate 50mg capsules,Topiramate 50mg capsules,Capsule,Oral,Topiramate,50.000mg
,,,,3225241000033118,406786007,Aripiprazole 5mg tablets,Aripiprazole 5mg tablets,Tablet,Oral,Aripiprazole,5.000mg
,,,,3225341000033111,9037911000001102,Abilify 5mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Abilify 5mg tablets,Tablet,Oral,Aripiprazole,5.000mg
,,,,3226341000033115,8838911000001102,Zaponex 25mg tablets (Leyden Delta B.V.),Zaponex 25mg tablets,Tablet,Oral,Clozapine,25.000mg
,,,,3226441000033114,8839511000001103,Zaponex 100mg tablets (Leyden Delta B.V.),Zaponex 100mg tablets,Tablet,Oral,Clozapine,100.000mg
,,,,3246041000033119,9045911000001108,Risperidone 500microgram orodispersible tablets sugar free,Risperidone 500microgram orodispersible tablets sugar free,Orodispersible tablet,Oral,Risperidone,500.000microgram
,,,,3246141000033115,9044211000001100,Risperdal Quicklet 500microgram orodispersible tablets (Janssen-Cilag Ltd),Risperdal Quicklet 500microgram orodispersible tablets,Orodispersible tablet,Oral,Risperidone,500.000microgram
,,,,3849441000033112,8359711000001109,Chlorpromazine 50mg/5ml oral solution,Chlorpromazine 50mg/5ml oral solution,Oral solution,Oral,Chlorpromazine hydrochloride,10.000mg/1.000ml
,,,,3858941000033110,36138211000001106,Chlorpromazine 25mg/1ml solution for injection ampoules,Chlorpromazine 25mg/1ml solution for injection ampoules,Solution for injection,Intravenous/ Intramuscular,Chlorpromazine hydrochloride,25.000mg/1.000ml
,,,,3866541000033110,386213008,Olanzapine 20mg oral lyophilisates sugar free,Olanzapine 20mg oral lyophilisates sugar free,Oral lyophilisate,Oral,Olanzapine,20.000mg
,,,,3866641000033111,9891011000001103,Zyprexa 20mg Velotabs (Eli Lilly and Company Ltd),Zyprexa 20mg Velotabs,Oral lyophilisate,Oral,Olanzapine,20.000mg
,,,,3892541000033114,14015911000001104,Olanzapine 2.5mg/5ml oral suspension,Olanzapine 2.5mg/5ml oral suspension,Oral suspension,Oral,Olanzapine,500.000microgram/1.000ml
,,,,3950341000033115,10675311000001102,Aripiprazole 10mg orodispersible tablets sugar free,Aripiprazole 10mg orodispersible tablets sugar free,Orodispersible tablet,Oral,Aripiprazole,10.000mg
,,,,3950441000033114,10675411000001109,Aripiprazole 15mg orodispersible tablets sugar free,Aripiprazole 15mg orodispersible tablets sugar free,Orodispersible tablet,Oral,Aripiprazole,15.000mg
,,,,3950541000033110,417374006,Aripiprazole 1mg/ml oral solution,Aripiprazole 1mg/ml oral solution,Oral solution,Oral,Aripiprazole,1.000mg/1.000ml
,,,,3950641000033111,10664611000001100,Abilify 10mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Abilify 10mg orodispersible tablets,Orodispersible tablet,Oral,Aripiprazole,10.000mg
,,,,3950741000033119,10664911000001106,Abilify 15mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Abilify 15mg orodispersible tablets,Orodispersible tablet,Oral,Aripiprazole,15.000mg
,,,,3950841000033112,10667211000001109,Abilify 1mg/ml oral solution (Otsuka Pharmaceuticals (U.K.) Ltd),Abilify 1mg/ml oral solution,Oral solution,Oral,Aripiprazole,1.000mg/1.000ml
,,,,3996241000033117,374054003,Olanzapine 20mg tablets,Olanzapine 20mg tablets,Tablet,Oral,Olanzapine,20.000mg
,,,,3996341000033110,10878511000001107,Zyprexa 20mg tablets (Eli Lilly and Company Ltd),Zyprexa 20mg tablets,Tablet,Oral,Olanzapine,20.000mg
,,,,4012041000033116,11140811000001105,Risperidone 3mg orodispersible tablets sugar free,Risperidone 3mg orodispersible tablets sugar free,Orodispersible tablet,Oral,Risperidone,3.000mg
,,,,4012141000033117,11140911000001100,Risperidone 4mg orodispersible tablets sugar free,Risperidone 4mg orodispersible tablets sugar free,Orodispersible tablet,Oral,Risperidone,4.000mg
,,,,4012241000033112,11134611000001103,Risperdal Quicklet 3mg orodispersible tablets (Janssen-Cilag Ltd),Risperdal Quicklet 3mg orodispersible tablets,Orodispersible tablet,Oral,Risperidone,3.000mg
,,,,4012341000033119,11134311000001108,Risperdal Quicklet 4mg orodispersible tablets (Janssen-Cilag Ltd),Risperdal Quicklet 4mg orodispersible tablets,Orodispersible tablet,Oral,Risperidone,4.000mg
,,,,419941000033113,3104011000001105,Depixol Low Volume 200mg/1ml solution for injection ampoules (Lundbeck Ltd),Depixol Low Volume 200mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Flupentixol decanoate,200.000mg/1.000ml
,,,,420141000033110,3102111000001103,Depixol 40mg/2ml solution for injection ampoules (Lundbeck Ltd),Depixol 40mg/2ml solution for injection ampoules,Solution for injection,Intramuscular,Flupentixol decanoate,20.000mg/1.000ml
,,,,420441000033119,3100711000001101,Depixol Conc 50mg/0.5ml solution for injection ampoules (Lundbeck Ltd),Depixol Conc 50mg/0.5ml solution for injection ampoules,Solution for injection,Intramuscular,Flupentixol decanoate,100.000mg/1.000ml
,,,,422941000033113,3102911000001100,Depixol 20mg/1ml solution for injection ampoules (Lundbeck Ltd),Depixol 20mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Flupentixol decanoate,20.000mg/1.000ml
,,,,423041000033115,3101311000001105,Depixol Conc 100mg/1ml solution for injection ampoules (Lundbeck Ltd),Depixol Conc 100mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Flupentixol decanoate,100.000mg/1.000ml
,,,,431741000033118,3679611000001105,Depixol 3mg tablets (Lundbeck Ltd),Depixol 3mg tablets,Tablet,Oral,Flupentixol dihydrochloride,3.000mg
,,,,4422541000033110,14018711000001108,Quetiapine 100mg/5ml oral suspension,Quetiapine 100mg/5ml oral suspension,Oral suspension,Oral,Quetiapine fumarate,20.000mg/1.000ml
,,,,4424541000033119,12505911000001109,Haloperidol 5mg/5ml oral solution,Haloperidol 5mg/5ml oral solution,Oral solution,Oral,Haloperidol,1.000mg/1.000ml
,,,,4456741000033117,13456411000001100,Aripiprazole 9.75mg/1.3ml solution for injection vials,Aripiprazole 9.75mg/1.3ml solution for injection vials,Solution for injection,Intramuscular,Aripiprazole,7.500mg/1.000ml
,,,,4456841000033110,13451111000001101,Abilify 9.75mg/1.3ml solution for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd),Abilify 9.75mg/1.3ml solution for injection vials,Solution for injection,Intramuscular,Aripiprazole,7.500mg/1.000ml
,,,,4591741000033114,14042811000001105,Quetiapine 50mg modified-release tablets,Quetiapine 50mg modified-release tablets,Modified-release tablet,Oral,Quetiapine fumarate,50.000mg
,,,,4591841000033116,426802009,Quetiapine 200mg modified-release tablets,Quetiapine 200mg modified-release tablets,Modified-release tablet,Oral,Quetiapine fumarate,200.000mg
,,,,4591941000033112,426401009,Quetiapine 300mg modified-release tablets,Quetiapine 300mg modified-release tablets,Modified-release tablet,Oral,Quetiapine fumarate,300.000mg
,,,,4592041000033118,426954000,Quetiapine 400mg modified-release tablets,Quetiapine 400mg modified-release tablets,Modified-release tablet,Oral,Quetiapine fumarate,400.000mg
,,,,4592141000033119,14026511000001105,Seroquel XL 50mg tablets (Luye Pharma Ltd),Seroquel XL 50mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,50.000mg
,,,,4592241000033114,14025311000001109,Seroquel XL 200mg tablets (Luye Pharma Ltd),Seroquel XL 200mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,200.000mg
,,,,4592341000033116,14026011000001102,Seroquel XL 300mg tablets (Luye Pharma Ltd),Seroquel XL 300mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,300.000mg
,,,,4592441000033110,14025711000001108,Seroquel XL 400mg tablets (Luye Pharma Ltd),Seroquel XL 400mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,400.000mg
,,,,476541000033119,463911000001104,Dozic 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),Dozic 5mg/5ml oral solution,Oral solution,Oral,Haloperidol,1.000mg/1.000ml
,,,,479841000033112,416411000001101,Dolmatil 400mg tablets (Sanofi),Dolmatil 400mg tablets,Tablet,Oral,Sulpiride,400.000mg
,,,,480941000033116,44411000001109,Dolmatil 200mg tablets (Sanofi),Dolmatil 200mg tablets,Tablet,Oral,Sulpiride,200.000mg
,,,,4940141000033119,8277211000001103,Amisulpride 25mg/5ml oral solution,Amisulpride 25mg/5ml oral solution,Oral solution,Oral,Amisulpride,5.000mg/1.000ml
,,,,5054641000033118,8527911000001100,Haloperidol 1mg/5ml oral solution,Haloperidol 1mg/5ml oral solution,Oral solution,Oral,Haloperidol,200.000microgram/1.000ml
,,,,5077641000033110,15506311000001101,Clozapine 50mg/ml oral suspension sugar free,Clozapine 50mg/ml oral suspension sugar free,Oral suspension,Oral,Clozapine,50.000mg/1.000ml
,,,,5077741000033118,15506011000001104,Denzapine 50mg/ml oral suspension (Britannia Pharmaceuticals Ltd),Denzapine 50mg/ml oral suspension,Oral suspension,Oral,Clozapine,50.000mg/1.000ml
,,,,5077941000033115,15506211000001109,Clozapine 200mg tablets,Clozapine 200mg tablets,Tablet,Oral,Clozapine,200.000mg
,,,,5078041000033117,418754000,Clozapine 50mg tablets,Clozapine 50mg tablets,Tablet,Oral,Clozapine,50.000mg
,,,,5078141000033118,15505711000001105,Denzapine 200mg tablets (Britannia Pharmaceuticals Ltd),Denzapine 200mg tablets,Tablet,Oral,Clozapine,200.000mg
,,,,5078241000033113,15498911000001105,Denzapine 50mg tablets (Britannia Pharmaceuticals Ltd),Denzapine 50mg tablets,Tablet,Oral,Clozapine,50.000mg
,,,,5377241000033111,13324511000001102,Topiramate 100mg/5ml oral suspension,Topiramate 100mg/5ml oral suspension,Oral suspension,Oral,Topiramate,20.000mg/1.000ml
,,,,5565141000033118,17038411000001101,Zypadhera 300mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd),Zypadhera 300mg powder and solvent for suspension for injection vials,Powder and solvent for suspension for injection,Intramuscular,Olanzapine embonate monohydrate,300.000mg
,,,,5575741000033110,17037611000001102,Olanzapine embonate 210mg powder and solvent for suspension for injection vials,Olanzapine embonate 210mg powder and solvent for suspension for injection vials,Powder and solvent for suspension for injection,Intramuscular,Olanzapine embonate monohydrate,210.000mg
,,,,5575841000033117,17038211000001100,Olanzapine embonate 300mg powder and solvent for suspension for injection vials,Olanzapine embonate 300mg powder and solvent for suspension for injection vials,Powder and solvent for suspension for injection,Intramuscular,Olanzapine embonate monohydrate,300.000mg
,,,,5889741000033118,13011611000001109,Quetiapine 12.5mg/5ml oral solution,Quetiapine 12.5mg/5ml oral solution,Oral solution,Oral,Quetiapine fumarate,2.500mg/1.000ml
,,,,5889841000033111,13011711000001100,Quetiapine 12.5mg/5ml oral suspension,Quetiapine 12.5mg/5ml oral suspension,Oral suspension,Oral,Quetiapine fumarate,2.500mg/1.000ml
,,,,5890741000033111,8528011000001103,Haloperidol 1mg/5ml oral suspension,Haloperidol 1mg/5ml oral suspension,Oral suspension,Oral,Haloperidol,200.000microgram/1.000ml
,,,,5890941000033114,8277311000001106,Amisulpride 25mg/5ml oral suspension,Amisulpride 25mg/5ml oral suspension,Oral suspension,Oral,Amisulpride,5.000mg/1.000ml
,,,,5891141000033117,14018611000001104,Quetiapine 100mg/5ml oral solution,Quetiapine 100mg/5ml oral solution,Oral solution,Oral,Quetiapine fumarate,20.000mg/1.000ml
,,,,58941000033117,321638002,Amisulpride 200mg tablets,Amisulpride 200mg tablets,Tablet,Oral,Amisulpride,200.000mg
,,,,59041000033114,321637007,Amisulpride 50mg tablets,Amisulpride 50mg tablets,Tablet,Oral,Amisulpride,50.000mg
,,,,5909341000033112,17828611000001101,Quetiapine 150mg modified-release tablets,Quetiapine 150mg modified-release tablets,Modified-release tablet,Oral,Quetiapine fumarate,150.000mg
,,,,5909441000033118,17689811000001108,Seroquel XL 150mg tablets (Luye Pharma Ltd),Seroquel XL 150mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,150.000mg
,,,,593441000033111,843011000001101,Fluanxol 1mg tablets (Lundbeck Ltd),Fluanxol 1mg tablets,Tablet,Oral,Flupentixol dihydrochloride,1.000mg
,,,,593541000033112,507511000001106,Fluanxol 500microgram tablets (Lundbeck Ltd),Fluanxol 500microgram tablets,Tablet,Oral,Flupentixol dihydrochloride,500.000microgram
,,,,5969441000033117,12504911000001105,Haloperidol 1.5mg/5ml oral solution,Haloperidol 1.5mg/5ml oral solution,Oral solution,Oral,Haloperidol,300.000microgram/1.000ml
,,,,5969541000033116,12505011000001105,Haloperidol 1.5mg/5ml oral suspension,Haloperidol 1.5mg/5ml oral suspension,Oral suspension,Oral,Haloperidol,300.000microgram/1.000ml
,,,,5969641000033115,12505511000001102,Haloperidol 250micrograms/5ml oral solution,Haloperidol 250micrograms/5ml oral solution,Oral solution,Oral,Haloperidol,50.000microgram/1.000ml
,,,,5969741000033112,12505611000001103,Haloperidol 250micrograms/5ml oral suspension,Haloperidol 250micrograms/5ml oral suspension,Oral suspension,Oral,Haloperidol,50.000microgram/1.000ml
,,,,5974841000033112,13012211000001100,Quetiapine 25mg/5ml oral solution,Quetiapine 25mg/5ml oral solution,Oral solution,Oral,Quetiapine fumarate,5.000mg/1.000ml
,,,,5974941000033116,13012311000001108,Quetiapine 25mg/5ml oral suspension,Quetiapine 25mg/5ml oral suspension,Oral suspension,Oral,Quetiapine fumarate,5.000mg/1.000ml
,,,,5975041000033116,15452011000001103,Quetiapine 50mg/5ml oral solution,Quetiapine 50mg/5ml oral solution,Oral solution,Oral,Quetiapine fumarate,10.000mg/1.000ml
,,,,5975141000033117,15452111000001102,Quetiapine 50mg/5ml oral suspension,Quetiapine 50mg/5ml oral suspension,Oral suspension,Oral,Quetiapine fumarate,10.000mg/1.000ml
,,,,5993541000033117,12506011000001101,Haloperidol 5mg/5ml oral suspension,Haloperidol 5mg/5ml oral suspension,Oral suspension,Oral,Haloperidol,1.000mg/1.000ml
,,,,6456741000033114,19588311000001109,Zalasta 10mg tablets (Consilient Health Ltd),Zalasta 10mg tablets,Tablet,Oral,Olanzapine,10.000mg
,,,,6456841000033116,19588511000001103,Zalasta 15mg tablets (Consilient Health Ltd),Zalasta 15mg tablets,Tablet,Oral,Olanzapine,15.000mg
,,,,6456941000033112,19587711000001107,Zalasta 2.5mg tablets (Consilient Health Ltd),Zalasta 2.5mg tablets,Tablet,Oral,Olanzapine,2.500mg
,,,,6457041000033113,19588711000001108,Zalasta 20mg tablets (Consilient Health Ltd),Zalasta 20mg tablets,Tablet,Oral,Olanzapine,20.000mg
,,,,6457141000033112,19587911000001109,Zalasta 5mg tablets (Consilient Health Ltd),Zalasta 5mg tablets,Tablet,Oral,Olanzapine,5.000mg
,,,,6465341000033114,19609711000001105,Zalasta 10mg orodispersible tablets (Consilient Health Ltd),Zalasta 10mg orodispersible tablets,Orodispersible tablet,Oral,Olanzapine,10.000mg
,,,,6465641000033118,19608211000001108,Zalasta 5mg orodispersible tablets (Consilient Health Ltd),Zalasta 5mg orodispersible tablets,Orodispersible tablet,Oral,Olanzapine,5.000mg
,,,,6465941000033113,19609511000001100,Olanzapine 5mg orodispersible tablets sugar free,Olanzapine 5mg orodispersible tablets sugar free,Orodispersible tablet,Oral,Olanzapine,5.000mg
,,,,6466041000033115,19609111000001109,Olanzapine 10mg orodispersible tablets sugar free,Olanzapine 10mg orodispersible tablets sugar free,Orodispersible tablet,Oral,Olanzapine,10.000mg
,,,,6466141000033116,19609311000001106,Olanzapine 15mg orodispersible tablets sugar free,Olanzapine 15mg orodispersible tablets sugar free,Orodispersible tablet,Oral,Olanzapine,15.000mg
,,,,6466241000033111,19609411000001104,Olanzapine 20mg orodispersible tablets sugar free,Olanzapine 20mg orodispersible tablets sugar free,Orodispersible tablet,Oral,Olanzapine,20.000mg
,,,,658341000033110,321448008,Haloperidol 500microgram capsules,Haloperidol 500microgram capsules,Capsule,Oral,Haloperidol,500.000microgram
,,,,659441000033114,3748011000001101,Haldol decanoate 100mg/1ml solution for injection ampoules (Janssen-Cilag Ltd),Haldol Decanoate 100mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Haloperidol decanoate,100.000mg/1.000ml
,,,,659541000033110,3747311000001104,Haldol decanoate 50mg/1ml solution for injection ampoules (Janssen-Cilag Ltd),Haldol Decanoate 50mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Haloperidol decanoate,50.000mg/1.000ml
,,,,659641000033111,36053411000001105,Haloperidol 20mg/2ml solution for injection ampoules,Haloperidol 20mg/2ml solution for injection ampoules,Solution for injection,Intramuscular/ Intravenous,Haloperidol,10.000mg/1.000ml
