MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength
,,,,2146241000033115,159611000001104,Neurontin 800mg tablets (Upjohn UK Ltd),Neurontin 800mg tablets,Tablet,Oral,Gabapentin,800.000mg
,,,,2212941000033119,323055006,Levetiracetam 250mg tablets,Levetiracetam 250mg tablets,Tablet,Oral,Levetiracetam,250.000mg
,,,,2213041000033112,323054005,Levetiracetam 500mg tablets,Levetiracetam 500mg tablets,Tablet,Oral,Levetiracetam,500.000mg
,,,,2213141000033111,323053004,Levetiracetam 1g tablets,Levetiracetam 1g tablets,Tablet,Oral,Levetiracetam,1.000gram
,,,,2213241000033116,929411000001104,Keppra 250mg tablets (UCB Pharma Ltd),Keppra 250mg tablets,Tablet,Oral,Levetiracetam,250.000mg
,,,,2213341000033114,839211000001109,Keppra 500mg tablets (UCB Pharma Ltd),Keppra 500mg tablets,Tablet,Oral,Levetiracetam,500.000mg
,,,,2213441000033115,3637411000001100,Keppra 1g tablets (UCB Pharma Ltd),Keppra 1g tablets,Tablet,Oral,Levetiracetam,1.000gram
,,,,2217641000033111,4206411000001105,Topamax 50mg sprinkle capsules (Janssen-Cilag Ltd),Topamax 50mg sprinkle capsules,Capsule,Oral,Topiramate,50.000mg
,,,,2266041000033115,37082411000001106,Carbamazepine 200mg modified-release tablets,Carbamazepine 200mg modified-release tablets,Modified-release tablet,Oral,Carbamazepine,200.000mg
,,,,2266141000033116,37082511000001105,Carbamazepine 400mg modified-release tablets,Carbamazepine 400mg modified-release tablets,Modified-release tablet,Oral,Carbamazepine,400.000mg
,,,,2271441000033112,3846411000001106,Depakote 250mg gastro-resistant tablets (Sanofi),Depakote 250mg gastro-resistant tablets,Gastro-resistant tablet,Oral,Valproate semisodium,250.000mg
,,,,2271541000033113,3847111000001103,Depakote 500mg gastro-resistant tablets (Sanofi),Depakote 500mg gastro-resistant tablets,Gastro-resistant tablet,Oral,Valproate semisodium,500.000mg
,,,,2584441000033110,36037711000001108,Lamotrigine 2mg dispersible tablets sugar free,Lamotrigine 2mg dispersible tablets sugar free,Dispersible tablet,Oral,Lamotrigine,2.000mg
,,,,2584541000033111,4021611000001103,Lamictal 2mg dispersible tablets (GlaxoSmithKline UK Ltd),Lamictal 2mg dispersible tablets,Dispersible tablet,Oral,Lamotrigine,2.000mg
,,,,2668041000033116,12311000001104,Teril Retard 200mg tablets (Taro Pharmaceuticals (UK) Ltd),Teril Retard 200mg tablets,Modified-release tablet,Oral,Carbamazepine,200.000mg
,,,,2668141000033117,658111000001104,Teril Retard 400mg tablets (Taro Pharmaceuticals (UK) Ltd),Teril Retard 400mg tablets,Modified-release tablet,Oral,Carbamazepine,400.000mg
,,,,2711241000033110,134538003,Valproic acid 250mg gastro-resistant tablets,Valproic acid 250mg gastro-resistant tablets,Gastro-resistant tablet,Oral,Valproate semisodium,250.000mg
,,,,2711341000033117,134537008,Valproic acid 500mg gastro-resistant tablets,Valproic acid 500mg gastro-resistant tablets,Gastro-resistant tablet,Oral,Valproate semisodium,500.000mg
,,,,2730441000033114,789211000001102,Arbil MR 200mg tablets (Ranbaxy (UK) Ltd),Arbil MR 200mg tablets,Modified-release tablet,Oral,Carbamazepine,200.000mg
,,,,2730541000033110,210911000001107,Arbil MR 400mg tablets (Ranbaxy (UK) Ltd),Arbil MR 400mg tablets,Modified-release tablet,Oral,Carbamazepine,400.000mg
,,,,2758641000033114,8818211000001102,Primidone 50mg/5ml oral suspension,Primidone 50mg/5ml oral suspension,Oral suspension,Oral,Primidone,10.000mg/1.000ml
,,,,2796241000033118,409467001,Gabapentin 250mg/5ml oral solution,Gabapentin 250mg/5ml oral solution,Oral solution,Oral,Gabapentin,50.000mg/1.000ml
,,,,2796341000033111,21059411000001106,Neurontin 250mg/5ml oral solution (Imported (United States)),Neurontin 250mg/5ml oral solution,Oral solution,,Gabapentin,50.000mg/1.000ml
,,,,2799141000033115,4766111000001107,Epival CR 500mg tablets (Healthcare Pharma Ltd),Epival CR 500mg tablets,Modified-release tablet,Oral,Sodium valproate,500.000mg
,,,,2799241000033110,4765911000001103,Epival CR 300mg tablets (Healthcare Pharma Ltd),Epival CR 300mg tablets,Modified-release tablet,Oral,Sodium valproate,300.000mg
,,,,2839041000033113,38752611000001105,Oxcarbazepine 60mg/ml oral suspension sugar free,Oxcarbazepine 60mg/ml oral suspension sugar free,Oral suspension,Oral,Oxcarbazepine,60.000mg/1.000ml
,,,,2839141000033112,7315411000001103,Trileptal 60mg/ml oral suspension (Novartis Pharmaceuticals UK Ltd),Trileptal 60mg/ml oral suspension,Oral suspension,Oral,Oxcarbazepine,60.000mg/1.000ml
,,,,2928641000033118,352911000001109,Epimaz Retard 200mg tablets (IVAX Pharmaceuticals UK Ltd),Epimaz Retard 200mg tablets,Modified-release tablet,Oral,Carbamazepine,200.000mg
,,,,2928741000033110,643611000001102,Epimaz Retard 400mg tablets (IVAX Pharmaceuticals UK Ltd),Epimaz Retard 400mg tablets,Modified-release tablet,Oral,Carbamazepine,400.000mg
,,,,2929341000033119,369911000001109,Carbagen SR 200mg tablets (Mylan),Carbagen SR 200mg tablets,Modified-release tablet,Oral,Carbamazepine,200.000mg
,,,,2929441000033113,640811000001105,Carbagen SR 400mg tablets (Mylan),Carbagen SR 400mg tablets,Modified-release tablet,Oral,Carbamazepine,400.000mg
,,,,2973141000033118,8723911000001108,Topiramate 25mg/5ml oral suspension,Topiramate 25mg/5ml oral suspension,Oral suspension,Oral,Topiramate,5.000mg/1.000ml
,,,,3076141000033111,8723811000001103,Topiramate 50mg/5ml oral suspension,Topiramate 50mg/5ml oral suspension,Oral suspension,Oral,Topiramate,10.000mg/1.000ml
,,,,3102641000033118,322927002,Phenobarbital 15mg/5ml elixir,Phenobarbital 15mg/5ml elixir,Oral solution,Oral,Phenobarbital,3.000mg/1.000ml
,,,,3102741000033110,35939211000001101,Phenobarbital 200mg/1ml solution for injection ampoules,Phenobarbital 200mg/1ml solution for injection ampoules,Solution for injection,Intravenous/ Subcutaneous/ Intramuscular,Phenobarbital sodium,200.000mg/1.000ml
,,,,3103141000033116,322915000,Phenobarbital 15mg tablets,Phenobarbital 15mg tablets,Tablet,Oral,Phenobarbital,15.000mg
,,,,3103241000033111,322916004,Phenobarbital 30mg tablets,Phenobarbital 30mg tablets,Tablet,Oral,Phenobarbital,30.000mg
,,,,3103341000033118,322917008,Phenobarbital 60mg tablets,Phenobarbital 60mg tablets,Tablet,Oral,Phenobarbital,60.000mg
,,,,3152941000033118,8818511000001104,Sodium valproate 300mg suppositories,Sodium valproate 300mg suppositories,Suppository,Rectal,Sodium valproate,300.000mg
,,,,3153041000033111,19964511000001101,Sodium valproate 100mg suppositories,Sodium valproate 100mg suppositories,Suppository,Rectal,Sodium valproate,100.000mg
,,,,3153341000033113,415164004,Pregabalin 25mg capsules,Pregabalin 25mg capsules,Capsule,Oral,Pregabalin,25.000mg
,,,,3153441000033119,415166002,Pregabalin 50mg capsules,Pregabalin 50mg capsules,Capsule,Oral,Pregabalin,50.000mg
,,,,3153541000033118,415167006,Pregabalin 75mg capsules,Pregabalin 75mg capsules,Capsule,Oral,Pregabalin,75.000mg
,,,,3153641000033117,415161007,Pregabalin 100mg capsules,Pregabalin 100mg capsules,Capsule,Oral,Pregabalin,100.000mg
,,,,3153741000033114,415162000,Pregabalin 150mg capsules,Pregabalin 150mg capsules,Capsule,Oral,Pregabalin,150.000mg
,,,,3153841000033116,415163005,Pregabalin 200mg capsules,Pregabalin 200mg capsules,Capsule,Oral,Pregabalin,200.000mg
,,,,3153941000033112,415165003,Pregabalin 300mg capsules,Pregabalin 300mg capsules,Capsule,Oral,Pregabalin,300.000mg
,,,,3154041000033114,7889411000001104,Lyrica 25mg capsules (Upjohn UK Ltd),Lyrica 25mg capsules,Capsule,Oral,Pregabalin,25.000mg
,,,,3154141000033113,7890211000001109,Lyrica 50mg capsules (Upjohn UK Ltd),Lyrica 50mg capsules,Capsule,Oral,Pregabalin,50.000mg
,,,,3154241000033118,7890511000001107,Lyrica 75mg capsules (Upjohn UK Ltd),Lyrica 75mg capsules,Capsule,Oral,Pregabalin,75.000mg
,,,,3154341000033111,7890811000001105,Lyrica 100mg capsules (Upjohn UK Ltd),Lyrica 100mg capsules,Capsule,Oral,Pregabalin,100.000mg
,,,,3154441000033117,7891211000001103,Lyrica 150mg capsules (Upjohn UK Ltd),Lyrica 150mg capsules,Capsule,Oral,Pregabalin,150.000mg
,,,,3154541000033116,7891611000001101,Lyrica 200mg capsules (Upjohn UK Ltd),Lyrica 200mg capsules,Capsule,Oral,Pregabalin,200.000mg
,,,,3154641000033115,7892111000001104,Lyrica 300mg capsules (Upjohn UK Ltd),Lyrica 300mg capsules,Capsule,Oral,Pregabalin,300.000mg
,,,,3189041000033117,35919911000001103,Topiramate 15mg capsules,Topiramate 15mg capsules,Capsule,Oral,Topiramate,15.000mg
,,,,3189141000033118,35920011000001101,Topiramate 25mg capsules,Topiramate 25mg capsules,Capsule,Oral,Topiramate,25.000mg
,,,,3189241000033113,35920111000001100,Topiramate 50mg capsules,Topiramate 50mg capsules,Capsule,Oral,Topiramate,50.000mg
,,,,3200941000033110,375396003,Levetiracetam 750mg tablets,Levetiracetam 750mg tablets,Tablet,Oral,Levetiracetam,750.000mg
,,,,3201041000033117,8285511000001102,Levetiracetam 100mg/ml oral solution sugar free,Levetiracetam 100mg/ml oral solution sugar free,Oral solution,Oral,Levetiracetam,100.000mg/1.000ml
,,,,3201141000033118,8171111000001104,Keppra 750mg tablets (UCB Pharma Ltd),Keppra 750mg tablets,Tablet,Oral,Levetiracetam,750.000mg
,,,,3201241000033113,8176611000001100,Keppra 100mg/ml oral solution (UCB Pharma Ltd),Keppra 100mg/ml oral solution,Oral solution,Oral,Levetiracetam,100.000mg/1.000ml
,,,,3291841000033110,417050003,Zonisamide 25mg capsules,Zonisamide 25mg capsules,Capsule,Oral,Zonisamide,25.000mg
,,,,3291941000033119,417678003,Zonisamide 50mg capsules,Zonisamide 50mg capsules,Capsule,Oral,Zonisamide,50.000mg
,,,,3292041000033113,410930002,Zonisamide 100mg capsules,Zonisamide 100mg capsules,Capsule,Oral,Zonisamide,100.000mg
,,,,3292141000033112,9303511000001105,Zonegran 25mg capsules (Eisai Ltd),Zonegran 25mg capsules,Capsule,Oral,Zonisamide,25.000mg
,,,,3292241000033117,9303911000001103,Zonegran 50mg capsules (Eisai Ltd),Zonegran 50mg capsules,Capsule,Oral,Zonisamide,50.000mg
,,,,3292341000033110,9304111000001104,Zonegran 100mg capsules (Eisai Ltd),Zonegran 100mg capsules,Capsule,Oral,Zonisamide,100.000mg
,,,,3923941000033110,19977911000001108,Sodium valproate 500mg/5ml oral suspension,Sodium valproate 500mg/5ml oral suspension,Oral suspension,Oral,Sodium valproate,100.000mg/1.000ml
,,,,3928541000033113,36038411000001103,Levetiracetam 500mg/5ml solution for infusion vials,Levetiracetam 500mg/5ml solution for infusion vials,Solution for infusion,Intravenous,Levetiracetam,100.000mg/1.000ml
,,,,3928641000033114,10446811000001102,Keppra 500mg/5ml concentrate for solution for infusion vials (UCB Pharma Ltd),Keppra 500mg/5ml concentrate for solution for infusion vials,Solution for infusion,Intravenous,Levetiracetam,100.000mg/1.000ml
,,,,3979441000033115,8354911000001105,Carbamazepine 500mg/5ml oral suspension,Carbamazepine 500mg/5ml oral suspension,Oral suspension,Oral,Carbamazepine,100.000mg/1.000ml
,,,,3993541000033113,14016811000001101,Pregabalin 75mg/5ml oral suspension,Pregabalin 75mg/5ml oral suspension,Oral suspension,Oral,Pregabalin,15.000mg/1.000ml
,,,,4021241000033113,11089411000001104,Sodium valproate 300mg/3ml solution for injection ampoules,Sodium valproate 300mg/3ml solution for injection ampoules,Solution for injection,Intravenous,Sodium valproate,100.000mg/1.000ml
,,,,4021341000033115,11072611000001100,Episenta 300mg/3ml solution for injection ampoules (Desitin Pharma Ltd),Episenta 300mg/3ml solution for injection ampoules,Solution for injection,Intravenous,Sodium valproate,100.000mg/1.000ml
,,,,4150241000033114,11475111000001108,Sodium valproate 150mg modified-release capsules,Sodium valproate 150mg modified-release capsules,Modified-release capsule,Oral,Sodium valproate,150.000mg
,,,,4150341000033116,11475211000001102,Sodium valproate 300mg modified-release capsules,Sodium valproate 300mg modified-release capsules,Modified-release capsule,Oral,Sodium valproate,300.000mg
,,,,4150441000033110,11475611000001100,Episenta 150mg modified-release capsules (Desitin Pharma Ltd),Episenta 150mg modified-release capsules,Modified-release capsule,Oral,Sodium valproate,150.000mg
,,,,4150641000033112,11475911000001106,Episenta 300mg modified-release capsules (Desitin Pharma Ltd),Episenta 300mg modified-release capsules,Modified-release capsule,Oral,Sodium valproate,300.000mg
,,,,4150941000033117,11475311000001105,Sodium valproate 500mg modified-release granules sachets sugar free,Sodium valproate 500mg modified-release granules sachets sugar free,Modified-release granules,Oral,Sodium valproate,500.000mg
,,,,4151041000033110,11475411000001103,Sodium valproate 1g modified-release granules sachets sugar free,Sodium valproate 1g modified-release granules sachets sugar free,Modified-release granules,Oral,Sodium valproate,1.000gram
,,,,4151141000033114,11476211000001108,Episenta 500mg modified-release granules sachets (Desitin Pharma Ltd),Episenta 500mg modified-release granules sachets,Modified-release granules,Oral,Sodium valproate,500.000mg
,,,,4151241000033119,11476511000001106,Episenta 1000mg modified-release granules sachets (Desitin Pharma Ltd),Episenta 1000mg modified-release granules sachets,Modified-release granules,Oral,Sodium valproate,1.000gram
,,,,4268341000033113,12865211000001100,Rufinamide 100mg tablets,Rufinamide 100mg tablets,Tablet,Oral,Rufinamide,100.000mg
,,,,4268441000033119,441572007,Rufinamide 200mg tablets,Rufinamide 200mg tablets,Tablet,Oral,Rufinamide,200.000mg
,,,,4268541000033118,441822003,Rufinamide 400mg tablets,Rufinamide 400mg tablets,Tablet,Oral,Rufinamide,400.000mg
,,,,4268641000033117,12862111000001104,Inovelon 100mg tablets (Eisai Ltd),Inovelon 100mg tablets,Tablet,Oral,Rufinamide,100.000mg
,,,,4268741000033114,13123911000001104,Inovelon 200mg tablets (Eisai Ltd),Inovelon 200mg tablets,Tablet,Oral,Rufinamide,200.000mg
,,,,4268841000033116,13124211000001106,Inovelon 400mg tablets (Eisai Ltd),Inovelon 400mg tablets,Tablet,Oral,Rufinamide,400.000mg
,,,,4387641000033111,421070002,Pregabalin 225mg capsules,Pregabalin 225mg capsules,Capsule,Oral,Pregabalin,225.000mg
,,,,4387741000033119,13076011000001103,Lyrica 225mg capsules (Upjohn UK Ltd),Lyrica 225mg capsules,Capsule,Oral,Pregabalin,225.000mg
,,,,4434741000033113,13117911000001104,Sodium valproate 1g/10ml solution for injection ampoules,Sodium valproate 1g/10ml solution for injection ampoules,Solution for injection,Intravenous,Sodium valproate,100.000mg/1.000ml
,,,,4549841000033112,13718611000001103,Sodium valproate 100mg modified-release granules sachets sugar free,Sodium valproate 100mg modified-release granules sachets sugar free,Modified-release granules,Oral,Sodium valproate,100.000mg
,,,,4549941000033116,13718711000001107,Sodium valproate 250mg modified-release granules sachets sugar free,Sodium valproate 250mg modified-release granules sachets sugar free,Modified-release granules,Oral,Sodium valproate,250.000mg
,,,,4550041000033113,13718811000001104,Sodium valproate 50mg modified-release granules sachets sugar free,Sodium valproate 50mg modified-release granules sachets sugar free,Modified-release granules,Oral,Sodium valproate,50.000mg
,,,,4550141000033112,13718911000001109,Sodium valproate 750mg modified-release granules sachets sugar free,Sodium valproate 750mg modified-release granules sachets sugar free,Modified-release granules,Oral,Sodium valproate,750.000mg
,,,,4550241000033117,13666611000001108,Epilim Chronosphere MR 50mg granules sachets (Sanofi),Epilim Chronosphere MR 50mg granules sachets,Modified-release granules,Oral,Sodium valproate,50.000mg
,,,,4550341000033110,13665411000001101,Epilim Chronosphere MR 100mg granules sachets (Sanofi),Epilim Chronosphere MR 100mg granules sachets,Modified-release granules,Oral,Sodium valproate,100.000mg
,,,,4550441000033116,13665711000001107,Epilim Chronosphere MR 250mg granules sachets (Sanofi),Epilim Chronosphere MR 250mg granules sachets,Modified-release granules,Oral,Sodium valproate,250.000mg
,,,,4550541000033115,13665911000001109,Epilim Chronosphere MR 500mg granules sachets (Sanofi),Epilim Chronosphere MR 500mg granules sachets,Modified-release granules,Oral,Sodium valproate,500.000mg
,,,,4550641000033119,13666311000001103,Epilim Chronosphere MR 750mg granules sachets (Sanofi),Epilim Chronosphere MR 750mg granules sachets,Modified-release granules,Oral,Sodium valproate,750.000mg
,,,,4957341000033119,15125411000001102,Pregabalin 150mg/5ml oral suspension,Pregabalin 150mg/5ml oral suspension,Oral suspension,Oral,Pregabalin,30.000mg/1.000ml
,,,,5055041000033113,15439411000001102,Epilim Chronosphere MR 1000mg granules sachets (Sanofi),Epilim Chronosphere MR 1000mg granules sachets,Modified-release granules,Oral,Sodium valproate,1.000gram
,,,,5100341000033117,14010811000001103,Gabapentin 400mg/5ml oral solution,Gabapentin 400mg/5ml oral solution,Oral solution,Oral,Gabapentin,80.000mg/1.000ml
,,,,511341000033115,117311000001105,Emeside 250mg capsules (Chemidex Pharma Ltd),Emeside 250mg capsules,Capsule,Oral,Ethosuximide,250.000mg
,,,,513841000033113,364611000001102,Emeside 250mg/5ml syrup (Essential Pharma Ltd),Emeside 250mg/5ml syrup,Oral solution,Oral,Ethosuximide,50.000mg/1.000ml
,,,,524741000033114,725911000001101,Epanutin 100mg capsules (Pfizer Ltd),Epanutin 100mg capsules,Capsule,Oral,Phenytoin sodium,100.000mg
,,,,524841000033116,199911000001103,Epanutin 25mg capsules (Pfizer Ltd),Epanutin 25mg capsules,Capsule,Oral,Phenytoin sodium,25.000mg
,,,,524941000033112,208611000001100,Epanutin 50mg capsules (Pfizer Ltd),Epanutin 50mg capsules,Capsule,Oral,Phenytoin sodium,50.000mg
,,,,525041000033112,198711000001109,Epanutin 300mg capsules (Pfizer Ltd),Epanutin 300mg capsules,Capsule,Oral,Phenytoin sodium,300.000mg
,,,,526941000033119,4358911000001102,Epanutin Ready-Mixed Parenteral 250mg/5ml solution for injection ampoules (Upjohn UK Ltd),Epanutin Ready-Mixed Parenteral 250mg/5ml solution for injection ampoules,Solution for injection,Intravenous/ Intramuscular,Phenytoin sodium,50.000mg/1.000ml
,,,,529441000033118,251711000001106,Epanutin Infatabs 50mg chewable tablets (Upjohn UK Ltd),Epanutin Infatabs 50mg chewable tablets,Chewable tablet,Oral,Phenytoin,50.000mg
,,,,529541000033117,4351111000001108,Epilim Intravenous 400mg powder and solvent for solution for injection vials (Sanofi),Epilim Intravenous 400mg powder and solvent for solution for injection vials,Powder and solvent for solution for injection,Intravenous,Sodium valproate,400.000mg
,,,,529641000033116,100011000001108,Epilim 200mg/5ml liquid (Sanofi),Epilim 200mg/5ml liquid,Oral solution,Oral,Sodium valproate,40.000mg/1.000ml
,,,,529841000033115,489711000001100,Epilim Chrono 200 tablets (Sanofi),Epilim Chrono 200 tablets,Modified-release tablet,Oral,Sodium valproate,200.000mg
,,,,529941000033111,789911000001106,Epilim Chrono 300 tablets (Sanofi),Epilim Chrono 300 tablets,Modified-release tablet,Oral,Sodium valproate,300.000mg
,,,,530041000033115,739111000001100,Epilim Chrono 500 tablets (Sanofi),Epilim Chrono 500 tablets,Modified-release tablet,Oral,Sodium valproate,500.000mg
,,,,531941000033113,185711000001101,Epanutin 30mg/5ml oral suspension (Upjohn UK Ltd),Epanutin 30mg/5ml oral suspension,Oral suspension,Oral,Phenytoin,6.000mg/1.000ml
,,,,532141000033115,892411000001106,Epilim 200mg/5ml syrup (Sanofi),Epilim 200mg/5ml syrup,Oral solution,Oral,Sodium valproate,40.000mg/1.000ml
,,,,532541000033112,552511000001100,Epilim 100mg crushable tablets (Sanofi),Epilim 100mg crushable tablets,Tablet,Oral,Sodium valproate,100.000mg
,,,,532641000033113,889311000001108,Epilim 200 gastro-resistant tablets (Sanofi),Epilim 200 gastro-resistant tablets,Gastro-resistant tablet,Oral,Sodium valproate,200.000mg
,,,,532741000033116,448711000001102,Epilim 500 gastro-resistant tablets (Sanofi),Epilim 500 gastro-resistant tablets,Gastro-resistant tablet,Oral,Sodium valproate,500.000mg
,,,,5377241000033111,13324511000001102,Topiramate 100mg/5ml oral suspension,Topiramate 100mg/5ml oral suspension,Oral suspension,Oral,Topiramate,20.000mg/1.000ml
,,,,5452741000033110,8818311000001105,Primidone 62.5mg/5ml oral suspension,Primidone 62.5mg/5ml oral suspension,Oral suspension,Oral,Primidone,12.500mg/1.000ml
,,,,547141000033116,322906007,Ethosuximide 250mg capsules,Ethosuximide 250mg capsules,Capsule,Oral,Ethosuximide,250.000mg
,,,,549441000033115,322908008,Ethosuximide 250mg/5ml oral solution,Ethosuximide 250mg/5ml oral solution,Oral solution,Oral,Ethosuximide,50.000mg/1.000ml
,,,,5575641000033118,24595511000001107,Zonisamide 25mg/5ml oral suspension,Zonisamide 25mg/5ml oral suspension,Oral suspension,Oral,Zonisamide,5.000mg/1.000ml
,,,,5887341000033110,13893911000001100,Phenytoin 90mg/5ml oral solution,Phenytoin 90mg/5ml oral solution,Oral solution,Oral,Phenytoin,18.000mg/1.000ml
,,,,5887441000033116,8817911000001105,Phenytoin 90mg/5ml oral suspension,Phenytoin 90mg/5ml oral suspension,Oral suspension,Oral,Phenytoin,18.000mg/1.000ml
,,,,5890841000033118,8520411000001109,Gabapentin 250mg/5ml oral suspension,Gabapentin 250mg/5ml oral suspension,Oral suspension,Oral,Gabapentin,50.000mg/1.000ml
,,,,5968141000033119,8520111000001104,Gabapentin 100mg/5ml oral solution,Gabapentin 100mg/5ml oral solution,Oral solution,Oral,Gabapentin,20.000mg/1.000ml
,,,,5968241000033114,8520211000001105,Gabapentin 100mg/5ml oral suspension,Gabapentin 100mg/5ml oral suspension,Oral suspension,Oral,Gabapentin,20.000mg/1.000ml
,,,,5968341000033116,12089411000001100,Gabapentin 200mg/5ml oral suspension,Gabapentin 200mg/5ml oral suspension,Oral suspension,Oral,Gabapentin,40.000mg/1.000ml
,,,,5968441000033110,12089311000001107,Gabapentin 200mg/5ml oral solution,Gabapentin 200mg/5ml oral solution,Oral solution,Oral,Gabapentin,40.000mg/1.000ml
,,,,5968541000033111,8520511000001108,Gabapentin 300mg/5ml oral solution,Gabapentin 300mg/5ml oral solution,Oral solution,Oral,Gabapentin,60.000mg/1.000ml
,,,,5968641000033112,8523111000001106,Gabapentin 300mg/5ml oral suspension,Gabapentin 300mg/5ml oral suspension,Oral suspension,Oral,Gabapentin,60.000mg/1.000ml
,,,,5974041000033117,12193511000001108,Phenobarbital 90mg/5ml oral solution,Phenobarbital 90mg/5ml oral solution,Oral solution,Oral,Phenobarbital,18.000mg/1.000ml
,,,,5974141000033118,12193611000001107,Phenobarbital 90mg/5ml oral suspension,Phenobarbital 90mg/5ml oral suspension,Oral suspension,Oral,Phenobarbital,18.000mg/1.000ml
,,,,5978341000033111,12186611000001100,Phenobarbital 10mg/5ml oral solution,Phenobarbital 10mg/5ml oral solution,Oral solution,Oral,Phenobarbital,2.000mg/1.000ml
,,,,5978441000033117,12186711000001109,Phenobarbital 10mg/5ml oral suspension,Phenobarbital 10mg/5ml oral suspension,Oral suspension,Oral,Phenobarbital,2.000mg/1.000ml
,,,,5993441000033118,14014011000001102,Gabapentin 400mg/5ml oral suspension,Gabapentin 400mg/5ml oral suspension,Oral suspension,Oral,Gabapentin,80.000mg/1.000ml
,,,,5997641000033114,8800911000001106,Phenobarbital 50mg/5ml oral solution,Phenobarbital 50mg/5ml oral solution,Oral solution,Oral,Phenobarbital,10.000mg/1.000ml
,,,,5997741000033117,8800811000001101,Phenobarbital 50mg/5ml oral suspension,Phenobarbital 50mg/5ml oral suspension,Oral suspension,Oral,Phenobarbital,10.000mg/1.000ml
,,,,5997941000033119,14016711000001109,Pregabalin 75mg/5ml oral solution,Pregabalin 75mg/5ml oral solution,Oral solution,Oral,Pregabalin,15.000mg/1.000ml
,,,,5998441000033113,18084211000001106,Zonisamide 50mg/5ml oral suspension,Zonisamide 50mg/5ml oral suspension,Oral suspension,Oral,Zonisamide,10.000mg/1.000ml
,,,,5998641000033110,18084111000001100,Zonisamide 50mg/5ml oral solution,Zonisamide 50mg/5ml oral solution,Oral solution,Oral,Zonisamide,10.000mg/1.000ml
,,,,6067741000033110,375136008,Primidone 50mg tablets,Primidone 50mg tablets,Tablet,Oral,Primidone,50.000mg
,,,,6067841000033117,18455311000001101,Mysoline 50mg tablets (SERB),Mysoline 50mg tablets,Tablet,Oral,Primidone,50.000mg
,,,,620641000033115,323013002,Gabapentin 100mg capsules,Gabapentin 100mg capsules,Capsule,Oral,Gabapentin,100.000mg
,,,,620741000033112,323014008,Gabapentin 300mg capsules,Gabapentin 300mg capsules,Capsule,Oral,Gabapentin,300.000mg
,,,,620841000033119,323015009,Gabapentin 400mg capsules,Gabapentin 400mg capsules,Capsule,Oral,Gabapentin,400.000mg
,,,,6512441000033115,19868011000001105,Matever 750mg tablets (Aspire Pharma Ltd),Matever 750mg tablets,Tablet,Oral,Levetiracetam,750.000mg
,,,,6512541000033119,19868411000001101,Matever 500mg tablets (Aspire Pharma Ltd),Matever 500mg tablets,Tablet,Oral,Levetiracetam,500.000mg
,,,,6512641000033118,19868711000001107,Matever 250mg tablets (Aspire Pharma Ltd),Matever 250mg tablets,Tablet,Oral,Levetiracetam,250.000mg
,,,,7687641000033113,20353211000001104,Rufinamide 40mg/ml oral suspension sugar free,Rufinamide 40mg/ml oral suspension sugar free,Oral suspension,Oral,Rufinamide,40.000mg/1.000ml
,,,,7687741000033116,20343811000001100,Inovelon 40mg/ml oral suspension (Eisai Ltd),Inovelon 40mg/ml oral suspension,Oral suspension,Oral,Rufinamide,40.000mg/1.000ml
,,,,7859541000033118,12213211000001108,Phenobarbital 25mg/5ml oral suspension,Phenobarbital 25mg/5ml oral suspension,Oral suspension,Oral,Phenobarbital,5.000mg/1.000ml
,,,,7871541000033119,20556411000001107,Pregabalin 20mg/ml oral solution sugar free,Pregabalin 20mg/ml oral solution sugar free,Oral solution,Oral,Pregabalin,20.000mg/1.000ml
,,,,7871641000033118,20545811000001103,Lyrica 20mg/ml oral solution (Upjohn UK Ltd),Lyrica 20mg/ml oral solution,Oral solution,Oral,Pregabalin,20.000mg/1.000ml
,,,,809341000033116,3147211000001102,Lamictal 100mg dispersible tablets (GlaxoSmithKline UK Ltd),Lamictal 100mg dispersible tablets,Dispersible tablet,Oral,Lamotrigine,100.000mg
,,,,809441000033110,3146411000001100,Lamictal 25mg dispersible tablets (GlaxoSmithKline UK Ltd),Lamictal 25mg dispersible tablets,Dispersible tablet,Oral,Lamotrigine,25.000mg
,,,,809541000033111,3145811000001106,Lamictal 5mg dispersible tablets (GlaxoSmithKline UK Ltd),Lamictal 5mg dispersible tablets,Dispersible tablet,Oral,Lamotrigine,5.000mg
,,,,809641000033112,322992003,Lamotrigine 100mg dispersible tablets sugar free,Lamotrigine 100mg dispersible tablets sugar free,Dispersible tablet,Oral,Lamotrigine,100.000mg
,,,,809741000033115,322991005,Lamotrigine 25mg dispersible tablets sugar free,Lamotrigine 25mg dispersible tablets sugar free,Dispersible tablet,Oral,Lamotrigine,25.000mg
,,,,809841000033113,36566611000001108,Lamotrigine 5mg dispersible tablets sugar free,Lamotrigine 5mg dispersible tablets sugar free,Dispersible tablet,Oral,Lamotrigine,5.000mg
,,,,8124641000033115,21200511000001100,Phenytoin sodium 25mg capsules (Flynn Pharma Ltd),Phenytoin sodium 25mg capsules,Capsule,Oral,Phenytoin sodium,25.000mg
,,,,8124741000033112,21200711000001105,Phenytoin sodium 50mg capsules (Flynn Pharma Ltd),Phenytoin sodium 50mg capsules,Capsule,Oral,Phenytoin sodium,50.000mg
