MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength
,,,,3177741000033115,8013211000001106,Duloxetine 40mg gastro-resistant capsules,Duloxetine 40mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,40.000mg
,,,,3177841000033113,8048811000001109,Yentreve 20mg gastro-resistant capsules (Eli Lilly and Company Ltd),Yentreve 20mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,20.000mg
,,,,3177941000033117,8049111000001109,Yentreve 40mg gastro-resistant capsules (Eli Lilly and Company Ltd),Yentreve 40mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,40.000mg
,,,,3180441000033118,39731811000001104,Amitriptyline 25mg / Perphenazine 2mg tablets,Amitriptyline 25mg / Perphenazine 2mg tablets,Tablet,Oral,Amitriptyline hydrochloride/ Perphenazine,25.000mg + 2.000mg
,,,,3180541000033117,39731711000001107,Amitriptyline 10mg / Perphenazine 2mg tablets,Amitriptyline 10mg / Perphenazine 2mg tablets,Tablet,Oral,Amitriptyline hydrochloride/ Perphenazine,10.000mg + 2.000mg
,,,,3226641000033111,417231005,Duloxetine 30mg gastro-resistant capsules,Duloxetine 30mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,30.000mg
,,,,3226741000033119,416946001,Duloxetine 60mg gastro-resistant capsules,Duloxetine 60mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,60.000mg
,,,,3226841000033112,9038411000001109,Cymbalta 30mg gastro-resistant capsules (Eli Lilly and Company Ltd),Cymbalta 30mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,30.000mg
,,,,3226941000033116,9039311000001108,Cymbalta 60mg gastro-resistant capsules (Eli Lilly and Company Ltd),Cymbalta 60mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,60.000mg
,,,,3256741000033118,375193003,Mirtazapine 15mg tablets,Mirtazapine 15mg tablets,Tablet,Oral,Mirtazapine,15.000mg
,,,,3256841000033111,375196006,Mirtazapine 45mg tablets,Mirtazapine 45mg tablets,Tablet,Oral,Mirtazapine,45.000mg
,,,,38741000033119,893811000001100,Allegron 10mg tablets (King Pharmaceuticals Ltd),Allegron 10mg tablets,Tablet,Oral,Nortriptyline hydrochloride,10.000mg
,,,,38841000033112,629711000001106,Allegron 25mg tablets (King Pharmaceuticals Ltd),Allegron 25mg tablets,Tablet,Oral,Nortriptyline hydrochloride,25.000mg
,,,,3928841000033110,10364811000001108,Escitalopram 10mg/ml oral drops sugar free,Escitalopram 10mg/ml oral drops sugar free,Oral drops,Oral,Escitalopram oxalate,10.000mg/1.000ml
,,,,3928941000033119,10364011000001102,Cipralex 10mg/ml oral drops (Lundbeck Ltd),Cipralex 10mg/ml oral drops,Oral drops,Oral,Escitalopram oxalate,10.000mg/1.000ml
,,,,4010441000033114,11044311000001104,Sinepin 25mg capsules (Marlborough Pharmaceuticals Ltd),Sinepin 25mg capsules,Capsule,Oral,Doxepin hydrochloride,25.000mg
,,,,4010541000033110,11044611000001109,Sinepin 50mg capsules (Marlborough Pharmaceuticals Ltd),Sinepin 50mg capsules,Capsule,Oral,Doxepin hydrochloride,50.000mg
,,,,4079041000033115,39701911000001102,Paroxetine 10mg tablets,Paroxetine 10mg tablets,Tablet,Oral,Paroxetine hydrochloride,10.000mg
,,,,4079141000033116,11270611000001109,Seroxat 10mg tablets (GlaxoSmithKline UK Ltd),Seroxat 10mg tablets,Tablet,Oral,Paroxetine hydrochloride,10.000mg
,,,,4148341000033116,8721911000001107,Sertraline 50mg/5ml oral suspension,Sertraline 50mg/5ml oral suspension,Oral suspension,Oral,Sertraline hydrochloride,10.000mg/1.000ml
,,,,4431541000033115,8377611000001108,Clomipramine 50mg/5ml oral suspension,Clomipramine 50mg/5ml oral suspension,Oral suspension,Oral,Clomipramine hydrochloride,10.000mg/1.000ml
,,,,4498541000033116,8722711000001103,Venlafaxine 37.5mg/5ml oral suspension,Venlafaxine 37.5mg/5ml oral suspension,Oral suspension,Oral,Venlafaxine hydrochloride,7.500mg/1.000ml
,,,,4498641000033115,11581211000001101,Prozep 20mg/5ml oral solution (Chemidex Pharma Ltd),Prozep 20mg/5ml oral solution,Oral solution,Oral,Fluoxetine hydrochloride,4.000mg/1.000ml
,,,,45841000033119,35901211000001108,Amitriptyline 25mg modified-release capsules,Amitriptyline 25mg modified-release capsules,Modified-release capsule,Oral,Amitriptyline hydrochloride,25.000mg
,,,,45941000033110,35901511000001106,Amitriptyline 50mg modified-release capsules,Amitriptyline 50mg modified-release capsules,Modified-release capsule,Oral,Amitriptyline hydrochloride,50.000mg
,,,,472141000033110,14911000001107,Dothapax 25 capsules (Ashbourne Pharmaceuticals Ltd),Dothapax 25 capsules,Capsule,Oral,Dosulepin hydrochloride,25.000mg
,,,,473041000033119,321811006,Doxepin 10mg capsules,Doxepin 10mg capsules,Capsule,Oral,Doxepin hydrochloride,10.000mg
,,,,473141000033115,321812004,Doxepin 25mg capsules,Doxepin 25mg capsules,Capsule,Oral,Doxepin hydrochloride,25.000mg
,,,,473241000033110,321813009,Doxepin 50mg capsules,Doxepin 50mg capsules,Capsule,Oral,Doxepin hydrochloride,50.000mg
,,,,473341000033117,321814003,Doxepin 75mg capsules,Doxepin 75mg capsules,Capsule,Oral,Doxepin hydrochloride,75.000mg
,,,,479641000033111,927011000001104,Dothapax 75 tablets (Ashbourne Pharmaceuticals Ltd),Dothapax 75 tablets,Tablet,Oral,Dosulepin hydrochloride,75.000mg
,,,,4817341000033115,14934411000001108,Rodomel XL 150mg capsules (Teva UK Ltd),Rodomel XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,4817441000033114,14934211000001109,Rodomel XL 75mg capsules (Teva UK Ltd),Rodomel XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4817641000033111,14981711000001107,Tifaxin XL 150mg capsules (Genus Pharmaceuticals Ltd),Tifaxin XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,4817741000033119,14981511000001102,Tifaxin XL 75mg capsules (Genus Pharmaceuticals Ltd),Tifaxin XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4818641000033112,14952511000001103,Trixat XL 75mg capsules (PLIVA Pharma Ltd),Trixat XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4823541000033110,14985011000001107,Venlafaxine 75mg modified-release tablets,Venlafaxine 75mg modified-release tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4823641000033111,14984911000001107,Venlafaxine 150mg modified-release tablets,Venlafaxine 150mg modified-release tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,150.000mg
,,,,4823741000033119,14980711000001104,ViePax XL 75mg tablets (Dexcel-Pharma Ltd),ViePax XL 75mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4823841000033112,14981311000001108,ViePax XL 150mg tablets (Dexcel-Pharma Ltd),ViePax XL 150mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,150.000mg
,,,,4824641000033113,14954611000001107,Winfex XL 75mg capsules (Zentiva Pharma UK Ltd),Winfex XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4896741000033115,14974711000001100,Vexarin XL 150mg capsules (Mylan),Vexarin XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,4896841000033113,14974911000001103,Vexarin XL 75mg capsules (Mylan),Vexarin XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4896941000033117,14978911000001105,ViePax 75mg tablets (Dexcel-Pharma Ltd),ViePax 75mg tablets,Tablet,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4897041000033116,14978711000001108,ViePax 37.5mg tablets (Dexcel-Pharma Ltd),ViePax 37.5mg tablets,Tablet,Oral,Venlafaxine hydrochloride,37.500mg
,,,,4897141000033117,14967411000001106,Tardcaps XL 75mg capsules (IXL Pharma Ltd),Tardcaps XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4897241000033112,14967611000001109,Tardcaps XL 150mg capsules (IXL Pharma Ltd),Tardcaps XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,489741000033113,864911000001105,Dutonin 100mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Dutonin 100mg tablets,Tablet,Oral,Nefazodone hydrochloride,100.000mg
,,,,489841000033115,666211000001104,Dutonin 200mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Dutonin 200mg tablets,Tablet,Oral,Nefazodone hydrochloride,200.000mg
,,,,4899541000033115,14975211000001108,Vensir XL 75mg capsules (Morningside Healthcare Ltd),Vensir XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4899641000033119,14975411000001107,Vensir XL 150mg capsules (Morningside Healthcare Ltd),Vensir XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,4936641000033111,15068711000001102,Venaxx XL 75mg capsules (Advanz Pharma),Venaxx XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4936741000033119,15068911000001100,Venaxx XL 150mg capsules (Advanz Pharma),Venaxx XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,4937041000033115,15011711000001108,Vaxalin XL 75mg capsules (Ratiopharm UK Ltd),Vaxalin XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4937141000033116,15012111000001102,Vaxalin XL 150mg capsules (Ratiopharm UK Ltd),Vaxalin XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,4957841000033111,15116711000001109,Politid XL 75mg capsules (Accord Healthcare Ltd),Politid XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,4957941000033115,15116511000001104,Politid XL 150mg capsules (Accord Healthcare Ltd),Politid XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,496741000033118,576711000001106,Edronax 4mg tablets (Pfizer Ltd),Edronax 4mg tablets,Tablet,Oral,Reboxetine mesilate,4.000mg
,,,,498441000033112,651811000001100,Efexor XL 75mg capsules (Upjohn UK Ltd),Efexor XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,498541000033113,413311000001104,Efexor XL 150mg capsules (Upjohn UK Ltd),Efexor XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,499041000033111,281211000001107,Efexor 37.5mg tablets (Wyeth Pharmaceuticals),Efexor 37.5mg tablets,Tablet,Oral,Venlafaxine hydrochloride,37.500mg
,,,,499141000033110,237411000001109,Efexor 75mg tablets (Wyeth Pharmaceuticals),Efexor 75mg tablets,Tablet,Oral,Venlafaxine hydrochloride,75.000mg
,,,,499241000033115,628511000001107,Efexor 50mg tablets (Wyeth Pharmaceuticals),Efexor 50mg tablets,Tablet,Oral,Venlafaxine hydrochloride,50.000mg
,,,,5008041000033112,14018011000001106,Venlafaxine 75mg/5ml oral solution,Venlafaxine 75mg/5ml oral solution,Oral solution,Oral,Venlafaxine hydrochloride,15.000mg/1.000ml
,,,,5052741000033119,15439111000001107,Venlafaxine 225mg modified-release tablets,Venlafaxine 225mg modified-release tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,225.000mg
,,,,5052841000033112,15376011000001109,Venlalic XL 225mg tablets (Ethypharm UK Ltd),Venlalic XL 225mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,225.000mg
,,,,5052941000033116,15375411000001109,Venlalic XL 150mg tablets (Ethypharm UK Ltd),Venlalic XL 150mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,150.000mg
,,,,5053041000033114,15375711000001103,Venlalic XL 75mg tablets (Ethypharm UK Ltd),Venlalic XL 75mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,75.000mg
,,,,5077041000033116,15499111000001100,Agomelatine 25mg tablets,Agomelatine 25mg tablets,Tablet,Oral,Agomelatine,25.000mg
,,,,5077141000033117,15457711000001104,Valdoxan 25mg tablets (Servier Laboratories Ltd),Valdoxan 25mg tablets,Tablet,Oral,Agomelatine,25.000mg
,,,,5128541000033119,15499311000001103,Escitalopram 20mg/ml oral drops sugar free,Escitalopram 20mg/ml oral drops sugar free,Oral drops,Oral,Escitalopram oxalate,20.000mg/1.000ml
,,,,5128641000033118,15453311000001105,Cipralex 20mg/ml oral drops (Lundbeck Ltd),Cipralex 20mg/ml oral drops,Oral drops,Oral,Escitalopram oxalate,20.000mg/1.000ml
,,,,5234041000033119,15414911000001104,Foraven XL 75mg capsules (Forum Products Ltd),Foraven XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,5234141000033115,15414711000001101,Foraven XL 150mg capsules (Forum Products Ltd),Foraven XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,5328741000033117,36046511000001104,Imipramine 25mg/5ml oral solution,Imipramine 25mg/5ml oral solution,Oral solution,Oral,Imipramine hydrochloride,5.000mg/1.000ml
,,,,5328941000033119,16273411000001100,Ranfaxine XL 75mg capsules (Ranbaxy (UK) Ltd),Ranfaxine XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,5329041000033111,16274611000001104,Ranfaxine XL 150mg capsules (Ranbaxy (UK) Ltd),Ranfaxine XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,5454141000033118,16423411000001100,Imipramine 25mg/5ml oral solution sugar free,Imipramine 25mg/5ml oral solution sugar free,Oral solution,Oral,Imipramine hydrochloride,5.000mg/1.000ml
,,,,5490141000033118,13892411000001104,Amitriptyline 10mg/5ml oral solution,Amitriptyline 10mg/5ml oral solution,Oral solution,Oral,Amitriptyline hydrochloride,2.000mg/1.000ml
,,,,55441000033119,35901411000001107,Amitriptyline 25mg/5ml oral solution sugar free,Amitriptyline 25mg/5ml oral solution sugar free,Oral solution,Oral,Amitriptyline hydrochloride,5.000mg/1.000ml
,,,,55541000033118,35901611000001105,Amitriptyline 50mg/5ml oral solution sugar free,Amitriptyline 50mg/5ml oral solution sugar free,Oral solution,Oral,Amitriptyline hydrochloride,10.000mg/1.000ml
,,,,5574641000033117,16455011000001106,Tonpular XL 75mg capsules (Wockhardt UK Ltd),Tonpular XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,5574741000033114,16455211000001101,Tonpular XL 150mg capsules (Wockhardt UK Ltd),Tonpular XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,561941000033115,595611000001101,Faverin 100mg tablets (Mylan),Faverin 100mg tablets,Tablet,Oral,Fluvoxamine maleate,100.000mg
,,,,563341000033115,542511000001103,Faverin 50mg tablets (Mylan),Faverin 50mg tablets,Tablet,Oral,Fluvoxamine maleate,50.000mg
,,,,5749441000033115,11590211000001106,Fluoxetine 20mg/5ml oral solution sugar free,Fluoxetine 20mg/5ml oral solution sugar free,Oral solution,Oral,Fluoxetine hydrochloride,4.000mg/1.000ml
,,,,577841000033114,321949006,Fluoxetine 20mg capsules,Fluoxetine 20mg capsules,Capsule,Oral,Fluoxetine hydrochloride,20.000mg
,,,,579041000033111,321954002,Fluoxetine 60mg capsules,Fluoxetine 60mg capsules,Capsule,Oral,Fluoxetine hydrochloride,60.000mg
,,,,5812541000033115,16421311000001106,Venlablue XL 75mg capsules (Zentiva Pharma UK Ltd),Venlablue XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,5812641000033119,16421511000001100,Venlablue XL 150mg capsules (Zentiva Pharma UK Ltd),Venlablue XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,5813141000033117,16492311000001109,Alventa XL 150mg capsules (Consilient Health Ltd),Alventa XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,5813341000033119,16492111000001107,Alventa XL 75mg capsules (Consilient Health Ltd),Alventa XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,5888641000033118,8277811000001102,Amitriptyline 10mg/5ml oral suspension,Amitriptyline 10mg/5ml oral suspension,Oral suspension,Oral,Amitriptyline hydrochloride,2.000mg/1.000ml
,,,,5889641000033110,17662411000001103,Mentaven XL 150mg capsules (Arrow Generics Ltd),Mentaven XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,5896341000033112,17737211000001102,Depefex XL 75mg capsules (Chiesi Ltd),Depefex XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,5896441000033118,17737011000001107,Depefex XL 150mg capsules (Chiesi Ltd),Depefex XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,592841000033116,321947008,Fluvoxamine 100mg tablets,Fluvoxamine 100mg tablets,Tablet,Oral,Fluvoxamine maleate,100.000mg
,,,,593541000033112,507511000001106,Fluanxol 500microgram tablets (Lundbeck Ltd),Fluanxol 500microgram tablets,Tablet,Oral,Flupentixol dihydrochloride,500.000microgram
,,,,595541000033113,321945000,Fluvoxamine 50mg tablets,Fluvoxamine 50mg tablets,Tablet,Oral,Fluvoxamine maleate,50.000mg
,,,,5975341000033119,8721711000001105,Sertraline 100mg/5ml oral suspension,Sertraline 100mg/5ml oral suspension,Oral suspension,Oral,Sertraline hydrochloride,20.000mg/1.000ml
,,,,5996641000033111,12812711000001104,Lofepramine 70mg/5ml oral solution,Lofepramine 70mg/5ml oral solution,Oral solution,Oral,Lofepramine hydrochloride,14.000mg/1.000ml
,,,,5996741000033119,12812811000001107,Lofepramine 70mg/5ml oral suspension,Lofepramine 70mg/5ml oral suspension,Oral suspension,Oral,Lofepramine hydrochloride,14.000mg/1.000ml
,,,,6000441000033115,14017911000001109,Venlafaxine 37.5mg/5ml oral solution,Venlafaxine 37.5mg/5ml oral solution,Oral solution,Oral,Venlafaxine hydrochloride,7.500mg/1.000ml
,,,,6029641000033116,18148811000001100,Venlaneo XL 150mg capsules (Kent Pharma (UK) Ltd),Venlaneo XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,6029741000033113,18148611000001104,Venlaneo XL 75mg capsules (Kent Pharma (UK) Ltd),Venlaneo XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,60441000033116,321745007,Amitriptyline 10mg tablets,Amitriptyline 10mg tablets,Tablet,Oral,Amitriptyline hydrochloride,10.000mg
,,,,60541000033115,321747004,Amitriptyline 50mg tablets,Amitriptyline 50mg tablets,Tablet,Oral,Amitriptyline hydrochloride,50.000mg
,,,,60641000033119,321746008,Amitriptyline 25mg tablets,Amitriptyline 25mg tablets,Tablet,Oral,Amitriptyline hydrochloride,25.000mg
,,,,60941000033114,321893005,Amoxapine 50mg tablets,Amoxapine 50mg tablets,Tablet,Oral,Amoxapine,50.000mg
,,,,61041000033116,321894004,Amoxapine 100mg tablets,Amoxapine 100mg tablets,Tablet,Oral,Amoxapine,100.000mg
,,,,6161741000033111,18765111000001101,Venlafaxine 37.5mg modified-release tablets,Venlafaxine 37.5mg modified-release tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,37.500mg
,,,,6161841000033118,18748311000001101,Venlalic XL 37.5mg tablets (Ethypharm UK Ltd),Venlalic XL 37.5mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,37.500mg
,,,,61941000033115,701211000001104,Anafranil 10mg capsules (Novartis Pharmaceuticals UK Ltd),Anafranil 10mg capsules,Capsule,Oral,Clomipramine hydrochloride,10.000mg
,,,,62041000033114,647111000001102,Anafranil 25mg capsules (Novartis Pharmaceuticals UK Ltd),Anafranil 25mg capsules,Capsule,Oral,Clomipramine hydrochloride,25.000mg
,,,,62141000033113,5511000001101,Anafranil 50mg capsules (Novartis Pharmaceuticals UK Ltd),Anafranil 50mg capsules,Capsule,Oral,Clomipramine hydrochloride,50.000mg
,,,,626241000033115,95011000001108,Gamanil 70mg tablets (Merck Serono Ltd),Gamanil 70mg tablets,Tablet,Oral,Lofepramine hydrochloride,70.000mg
,,,,6496341000033116,373965000,Fluoxetine 10mg tablets,Fluoxetine 10mg tablets,Tablet,Oral,Fluoxetine hydrochloride,10.000mg
,,,,68641000033117,4534911000001107,Anafranil 25mg/5ml syrup (Novartis Pharmaceuticals UK Ltd),Anafranil 25mg/5ml syrup,Oral solution,Oral,Clomipramine hydrochloride,5.000mg/1.000ml
,,,,70241000033114,119411000001107,Anafranil SR 75mg tablets (Novartis Pharmaceuticals UK Ltd),Anafranil SR 75mg tablets,Modified-release tablet,Oral,Clomipramine hydrochloride,75.000mg
,,,,754241000033115,321817005,Imipramine 25mg tablets,Imipramine 25mg tablets,Tablet,Oral,Imipramine hydrochloride,25.000mg
,,,,755541000033119,321816001,Imipramine 10mg tablets,Imipramine 10mg tablets,Tablet,Oral,Imipramine hydrochloride,10.000mg
,,,,787141000033110,321908006,Isocarboxazid 10mg tablets,Isocarboxazid 10mg tablets,Tablet,Oral,Isocarboxazid,10.000mg
,,,,819741000033117,4534311000001106,Lentizol 25mg modified-release capsules (Pfizer Ltd),Lentizol 25mg modified-release capsules,Modified-release capsule,Oral,Amitriptyline hydrochloride,25.000mg
,,,,819841000033110,4533611000001104,Lentizol 50mg modified-release capsules (Pfizer Ltd),Lentizol 50mg modified-release capsules,Modified-release capsule,Oral,Amitriptyline hydrochloride,50.000mg
,,,,8247941000033115,21781311000001109,Tryptophan 500mg capsules,Tryptophan 500mg capsules,Capsule,Oral,Tryptophan,500.000mg
,,,,8248041000033117,21757111000001105,Optimax 500mg capsules (Special Order),Optimax 500mg capsules,Capsule,,Tryptophan,500.000mg
,,,,8265541000033112,21992411000001101,Bonilux XL 75mg capsules (Sandoz Ltd),Bonilux XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,8265641000033113,21992211000001100,Bonilux XL 150mg capsules (Sandoz Ltd),Bonilux XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,8298641000033115,21990711000001108,Sunveniz XL 150mg tablets (Sun Pharmaceutical Industries Europe B.V.),Sunveniz XL 150mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,150.000mg
,,,,8298741000033112,21965311000001104,Sunveniz XL 75mg tablets (Sun Pharmaceutical Industries Europe B.V.),Sunveniz XL 75mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,75.000mg
,,,,849241000033115,36040411000001100,Lofepramine 70mg/5ml oral suspension sugar free,Lofepramine 70mg/5ml oral suspension sugar free,Oral suspension,Oral,Lofepramine hydrochloride,14.000mg/1.000ml
,,,,850141000033116,39699211000001104,Lofepramine 70mg tablets,Lofepramine 70mg tablets,Tablet,Oral,Lofepramine hydrochloride,70.000mg
,,,,854141000033113,687611000001102,Lustral 100mg tablets (Upjohn UK Ltd),Lustral 100mg tablets,Tablet,Oral,Sertraline hydrochloride,100.000mg
,,,,854241000033118,936411000001108,Lustral 50mg tablets (Upjohn UK Ltd),Lustral 50mg tablets,Tablet,Oral,Sertraline hydrochloride,50.000mg
,,,,868841000033115,538111000001106,Manerix 150mg tablets (Mylan),Manerix 150mg tablets,Tablet,Oral,Moclobemide,150.000mg
,,,,868941000033111,48311000001107,Manerix 300mg tablets (Mylan),Manerix 300mg tablets,Tablet,Oral,Moclobemide,300.000mg
,,,,87641000033116,3934511000001105,Asendis 100mg tablets (Mercury Pharma Group Ltd),Asendis 100mg tablets,Tablet,Oral,Amoxapine,100.000mg
,,,,87941000033111,3798611000001103,Asendis 50mg tablets (Mercury Pharma Group Ltd),Asendis 50mg tablets,Tablet,Oral,Amoxapine,50.000mg
,,,,8867941000033118,14018111000001107,Venlafaxine 75mg/5ml oral suspension,Venlafaxine 75mg/5ml oral suspension,Oral suspension,Oral,Venlafaxine hydrochloride,15.000mg/1.000ml
,,,,8885441000033118,23560511000001101,Venlafaxine 37.5mg modified-release capsules,Venlafaxine 37.5mg modified-release capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,37.500mg
,,,,8885541000033117,23474511000001108,Venlablue XL 37.5mg capsules (Zentiva Pharma UK Ltd),Venlablue XL 37.5mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,37.500mg
,,,,9120641000033112,24407811000001108,Fluoxetine 20mg dispersible tablets sugar free,Fluoxetine 20mg dispersible tablets sugar free,Dispersible tablet,Oral,Fluoxetine hydrochloride,20.000mg
,,,,9120741000033115,24397511000001101,Olena 20mg dispersible tablets (Advanz Pharma),Olena 20mg dispersible tablets,Dispersible tablet,Oral,Fluoxetine hydrochloride,20.000mg
,,,,917541000033110,321846003,Mianserin 10mg tablets,Mianserin 10mg tablets,Tablet,Oral,Mianserin hydrochloride,10.000mg
,,,,917641000033111,321847007,Mianserin 20mg tablets,Mianserin 20mg tablets,Tablet,Oral,Mianserin hydrochloride,20.000mg
,,,,917741000033119,321848002,Mianserin 30mg tablets,Mianserin 30mg tablets,Tablet,Oral,Mianserin hydrochloride,30.000mg
,,,,919641000033115,321998002,Mirtazapine 30mg tablets,Mirtazapine 30mg tablets,Tablet,Oral,Mirtazapine,30.000mg
,,,,923041000033117,369211000001100,Molipaxin 50mg capsules (Zentiva Pharma UK Ltd),Molipaxin 50mg capsules,Capsule,Oral,Trazodone hydrochloride,50.000mg
,,,,923241000033113,75511000001108,Molipaxin 100mg capsules (Zentiva Pharma UK Ltd),Molipaxin 100mg capsules,Capsule,Oral,Trazodone hydrochloride,100.000mg
,,,,929541000033113,3904511000001104,Molipaxin 50mg/5ml oral liquid (Sanofi),Molipaxin 50mg/5ml oral liquid,Oral solution,Oral,Trazodone hydrochloride,10.000mg/1.000ml
,,,,9300741000033116,24677311000001106,Amphero XL 75mg capsules (Mylan),Amphero XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,9300841000033114,24676911000001109,Amphero XL 150mg capsules (Mylan),Amphero XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,937241000033118,321913005,Moclobemide 150mg tablets,Moclobemide 150mg tablets,Tablet,Oral,Moclobemide,150.000mg
,,,,937841000033119,321915003,Moclobemide 300mg tablets,Moclobemide 300mg tablets,Tablet,Oral,Moclobemide,300.000mg
,,,,938741000033111,1811000001101,Molipaxin 150mg tablets (Zentiva Pharma UK Ltd),Molipaxin 150mg tablets,Tablet,Oral,Trazodone hydrochloride,150.000mg
,,,,955241000033110,32511000001104,Nardil 15mg tablets (Neon Healthcare Ltd),Nardil 15mg tablets,Tablet,Oral,Phenelzine sulfate,15.000mg
,,,,966141000033116,321980001,Nefazodone 100mg tablets,Nefazodone 100mg tablets,Tablet,Oral,Nefazodone hydrochloride,100.000mg
,,,,966241000033111,321981002,Nefazodone 200mg tablets,Nefazodone 200mg tablets,Tablet,Oral,Nefazodone hydrochloride,200.000mg
,,,,979241000033110,38285811000001101,Nortriptyline 10mg capsules,Nortriptyline 10mg capsules,Capsule,Oral,Nortriptyline hydrochloride,10.000mg
