MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,aurumterm,osteosite
25171000006116,,,,Other open fracture-dislocation,
402844013,,,,Open fracture of third cervical vertebra,
318251012,,,,"Fracture of palate, open",
5461721000006115,,,,Fracture of mandibular alveolar socket wall,
256681000006114,,,,Open fracture-dislocation digit,
7818601000006116,,,,Fracture of L5 vertebra,
570681000006119,,,,"Closed spinal fracture with anterior cervical cord lesion, C5-7",
391413011,,,,Fracture of talus,
793681000006116,,,,Fracture of transverse process of spine without spinal cord lesion,
3607291000006111,,,,Open fracture of navicular bone of wrist,
2533507013,,,,Open fracture of lower leg,
5462261000006114,,,,Subcapital fracture of neck of femur,
319970018,,,,Open fracture dislocation wrist,
318771016,,,,"Open fracture proximal humerus, four part",
46755018,,,,Debridement of open fracture,
263941000006114,,,,"Open #skull/face, mult + intracranial inj, unspec consc",
319243019,,,,"Closed fracture of tibia and fibula, unspecified part",
696421000006117,,,,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum",
4849451000006113,,,,Open fracture subluxation digit,
1234424019,,,,"Open fracture distal femur, supracondylar",
7259211000006111,,,,Primary closed reduction of fracture dislocation of joint and internal fixation of joint,
7081901000006115,,,,Multiple unstable closed lateral compression fractures of pelvis,
566971000006116,,,,Closed reduction of fracture of small bone and fixation using screw,
318215017,,,,"Open fracture of mandible, coronoid process",
319040014,,,,"Open fracture finger middle phalanx, shaft",
4839481000006116,,,,Closed fracture of symphysis of body of mandible,
794881000006119,,,,Fracture of frontal bone,
256161000006114,,,,"Open fracture-dislocation, metatarsophalangeal joint, single",
5836961000006115,,,,Fracture of mandibular alveolus,
3311091000006116,,,,Open reduction of fracture of tibia with internal fixation,
792711000006112,,,,Fracture of fibula,
276103016,,,,Reduction of fractured nasal bone,
4848961000006110,,,,Closed fracture dislocation lunate (volar),
560171000006117,,,,"Closed #skull NOS + intracranial inj, no loss of consc",
5462241000006110,,,,Fracture of proximal end of femur,
318670013,,,,"Open fracture acetabulum, double column unspecified",
319312011,,,,"Open fracture metatarsal, multiple",
319283010,,,,"Closed fracture calcaneus, extra-articular",
564111000006118,,,,Closed fracture of condyle of tibia,
277069012,,,,Secondary open reduction of fracture of bone,
1495445016,,,,"Open fracture pelvis, ischium",
319036017,,,,"Open fracture finger proximal phalanx, head",
3572751000006110,,,,Forearm fracture,
319351018,,,,Closed fracture of bone,
3316991000006113,,,,Fracture of vertebra,
319216012,,,,"Open fracture tubercle, tibia",
5658661000006118,,,,Posterior column fracture,
1230529018,,,,Closed fracture zygoma,
1228726016,,,,Closed fracture metatarsal,
2744121000006115,,,,Closed fracture of medial malleolus,
205371000006119,,,,Primary open reduction and external fixation of femoral fracture,
3176521000006119,,,,Fracture of shaft of clavicle,
402854012,,,,Closed fracture of the distal humerus,
318205011,,,,"Closed fracture of mandible, symphysis of body",
208791000006112,,,,Primary reduction of fracture of long bone and fixation using Eggers plate,
319265019,,,,"Closed fracture ankle, trimalleolar, low fibular fracture",
318991019,,,,"Closed fracture thumb proximal phalanx, shaft",
5460531000006115,,,,Fracture dislocation of joint of upper limb,
318697018,,,,Other or multiple closed fracture of pelvis NOS,
565571000006116,,,,Closed fracture subluxation digit,
7957601000006118,,,,Fracture of lateral condyle of humerus,
4848921000006116,,,,Closed fracture dislocation radiocarpal joint,
991691000006114,,,,#Phalanx of finger/thumb NOS,
895851000006112,,,,#Ankle,
5965421000006113,,,,Non-displaced fracture,
1234168013,,,,Closed fracture shaft of fibula,
277900012,,,,Primary open reduction of fracture dislocation alone,
565581000006118,,,,"Closed fracture-subluxation digit, unspecified",
375761000000118,,,,Posterior decompression of fracture of spine NEC,
318739011,,,,"Closed fracture scapula, spine",
319029018,,,,"Open fracture thumb distal phalanx, shaft",
5570271000006118,,,,MUA - Manipulation under anesthetic of fractured nasal bones,
319154016,,,,"Open fracture of femur, unspecified part",
874761000006114,,,,Closed reduction - zygomatic #,
3224601000006115,,,,LF2 - Le Fort II fracture of maxilla,
3517970011,,,,Avulsion fracture of anterior fibula,
3535561000006114,,,,LF1 - Le Fort I fracture of maxilla,
12221011000006118,,,,Open fracture tibial spine,
3619281000006119,,,,Closed fracture of coronoid process of ulna,
318614014,,,,Open fracture of rib,
318910019,,,,"Open fracture of radius and ulna, unspecified part",
34376013,,,,Fracture of upper end of tibia,
565291000006118,,,,"Closed fracture-dislocation IPJ, unspecified",
3096451000006111,,,,"Le Fort's fracture, type III",
276240016,,,,Traction for fracture of jaw,
565691000006116,,,,Closed fracture-subluxation peri-lunate (dorsal),
5034151000006113,,,,Transverse fracture of temporal bone,
895221000006116,,,,#Zygoma,
5658031000006115,,,,Fracture of spinous process of lumbar vertebra,
5388641000006115,,,,Gillies reduction of zygomatic fracture,
255581000006118,,,,Open fracture-subluxation radiocarpal joint,
318945010,,,,"Closed fracture of metacarpal bone (s), site unspecified",
5461461000006119,,,,Fracture of maxillary tuberosity,
5461601000006118,,,,Fracture of lateral wall of orbit,
3802351000006119,,,,Open reduction of fracture of facial bone,
318951017,,,,Closed fracture finger metacarpal,
319272018,,,,Open fracture of ankle,
44441000006115,,,,"Open spinal fracture with anterior thoracic cord lesion, T7-12",
318450010,,,,"Open fracture thoracic vertebra, spinous process",
793161000006116,,,,Fracture of phalanx of hand,
276178014,,,,Reduction of fracture of maxilla NOS,
5144531000006119,,,,Stress fracture,
1553421000006114,,,,Secondary open reduction of fracture of bone and intramedullary fixation,
560221000006111,,,,"Closed #skull NOS no intracranial inj, 1-24hr loss of consc",
565861000006113,,,,"Closed fracture-subluxation, midtarsal joint",
895321000006111,,,,#Cervical spine + cord lesion,
209681000006114,,,,Primary closed reduction # dislocation+other extrnal immobil,
2586851000006116,,,,"Fracture, multiple",
318518019,,,,"Open spinal fracture with central cervical cord lesion, C1-4",
5462611000006114,,,,Fracture of os calcis,
4849791000006111,,,,Closed fracture dislocation of subtalar joint,
4850281000006111,,,,"Closed fracture subluxation sternoclavicular joint, posterior",
411306019,,,,"Open fracture of femur, subcapital",
256721000006119,,,,"Open fracture-dislocation IPJ, unspecified",
561441000006114,,,,Closed bimalleolar fracture,
4063271000006113,,,,Fracture of orbit,
318880010,,,,Smith's fracture - open,
875651000006115,,,,Closed # reduct+internal fixat,
7701301000006118,,,,Arthroscopic primary reduction and fixation of fracture of neck of femur using dynamic hip screw,
1230401019,,,,Leg fracture,
4839681000006118,,,,Orbital floor fracture,
4849041000006117,,,,Open fracture dislocation carpometacarpal joint,
142673013,,,,Closed reduction of fracture,
2845221000006112,,,,Open fracture of finger,
266614018,,,,Open reduction of fracture of orbit and internal fixation,
40139014,,,,Open reduction of fracture of orbit,
318382014,,,,"Closed fracture axis, tricolumnar",
319052019,,,,Fracture of phalanx of finger,
2675982016,,,,Internal fixation of fracture of orbit,
7585041000006118,,,,Closed fracture of distal phalanx of middle finger,
3011218018,,,,Closed fracture of phalanx of thumb,
2620701000006112,,,,Fracture of triquetral,
895581000006119,,,,#Radius/ulna NOS,
319026013,,,,"Open fracture thumb proximal phalanx, head",
318944014,,,,Closed fracture of metacarpal bone(s),
4063281000006111,,,,Orbital fracture,
1233503017,,,,"Open fracture clavicle, lateral end",
1234136017,,,,Open fracture acetabulum,
205471000006110,,,,Primary open reduction spinal fracture and bedrest stabilisation,
874741000006110,,,,#Nasal bone - open reduction,
5461651000006119,,,,Fracture of nose,
319027016,,,,Open fracture thumb distal phalanx,
78112010,,,,Fracture of bone of lower limb,
318624018,,,,Open fracture of rib(s) NOS,
3834511000006113,,,,Fracture of carpus,
318252017,,,,"Fracture of other facial bones,open, NOS",
264311000006114,,,,"Open #skull NOS + intracranial inj, no loss of consc",
480728016,,,,Fracture of bone of hand,
411304016,,,,Shoulder fracture - open,
5462551000006114,,,,Bimalleolar fracture of ankle,
560331000006118,,,,"Closed #skull vlt + intracranial injury, unspec state consc",
560501000006116,,,,"Closed #skull/face, mult, no intracranial inj, no loss consc",
3648051000006118,,,,Elevation of skull fracture fragments,
205311000006111,,,,Primary open reduction of intraarticular fracture of bone,
1229659018,,,,Open fracture nasal bone,
411080018,,,,Reduction of fracture of jaw NEC,
318995011,,,,"Closed fracture thumb distal phalanx, base",
318789015,,,,"Closed fracture distal humerus, capitellum",
560041000006114,,,,"Closed #skull bse no intracranial inj,>24hr LOC not restored",
559951000006113,,,,"Closed fracture of base of skull with intracranial injury, with more than 24 hours loss of consciousness without return to pre-existing conscious level",
4849421000006116,,,,Closed fracture subluxation of proximal interphalangeal joint,
277224010,,,,Other closed reduction of fracture of bone NOS,
4850041000006110,,,,Closed fracture subluxation of single metatarsophalangeal joint,
895641000006114,,,,#Metacarpal bone NOS,
561661000006110,,,,Closed fracture of base of skull without intracranial injury,
319307010,,,,"Open fracture talus, body",
7103341000006112,,,,"Closed, undisplaced fracture",
3664921000006112,,,,Fracture of thigh,
259601000006113,,,,Open fracture of base of skull with intracranial injury,
494318018,,,,Multiple fractures of arm,
319186014,,,,"Closed fracture patella, vertical",
194542018,,,,Fracture of sacrum,
318792016,,,,"Closed fracture of distal humerus, not otherwise specified",
255701000006116,,,,"Open fracture-subluxation, interphalangeal joint thumb",
318928017,,,,"Open fracture scaphoid, proximal pole",
277129013,,,,Primary wire fixation of fracture,
2745361000006113,,,,Open fracture of pelvis,
1229092011,,,,Closed fracture hamate,
5133581000006115,,,,Debridement of fracture,
560061000006113,,,,"Closed #skull bse no intracranial injury, <1hr loss of consc",
560231000006114,,,,"Closed #skull NOS no intracranial inj, LOC unspec duration",
2656231000006114,,,,Closed fracture of cuboid bone of foot,
207631000006115,,,,Primary open reduction of fracture and internal fixation with multiple implant types,
264431000006110,,,,"Open fracture of vault of skull with intracranial injury, with less than 1 hour loss of consciousness",
318911015,,,,Open fracture of forearm,
2593871000006115,,,,NOF - Fracture of neck of femur,
565341000006115,,,,Closed fracture-dislocation of sternum,
565301000006117,,,,Closed fracture-dislocation lunate (volar),
7815961000006115,,,,Type III fracture of odontoid peg,
565441000006111,,,,"Closed fracture-dislocation, distal interphalangeal joint",
2650961000006112,,,,Closed fracture of carpal bone of wrist,
567021000006118,,,,Closed reduction of bone fracture and internal fixation OS,
277131016,,,,Primary closed reduction of fracture and wire fixation,
325468010,,,,Fracture of tarsal bone,
255731000006112,,,,"Open fracture-subluxation, knee joint",
1219672018,,,,"Open fracture clavicle, medial end",
276092017,,,,Repair of fracture of cranium NEC,
5888181000006118,,,,Fracture of superior pubic ramus,
268071000006113,,,,Occipital fracture,
325252019,,,,Fractures involving multiple regions of both lower limbs,
1233358018,,,,Closed fracture of the proximal radius,
2553591000006111,,,,Open fracture of orbital floor (blow-out),
1225880017,,,,"Closed fracture fibula, head",
565421000006116,,,,"Closed fracture dislocation, ankle joint",
560401000006117,,,,"Closed #skull vlt no intracranial injury, no loss of consc",
319015019,,,,"Closed fracture finger distal phalanx, multiple",
5483621000006112,,,,Primary fixation of fragment of chondral cartilage of intra-articular fracture of bone,
319160016,,,,Closed fracture of femoral condyle of femur,
318558017,,,,Closed spinal fracture with complete lumbar cord lesion,
560371000006115,,,,"Closed #skull vlt no intracranial injury, <1hr loss of consc",
318441013,,,,"Closed fracture thoracic vertebra, posterior arch",
13705013,,,,Fracture of ilium,
319204018,,,,"Closed fracture tubercle, tibia",
560291000006113,,,,"Closed fracture of vault of skull with intracranial injury, with more than 24 hours loss of consciousness and return to pre-existing conscious level",
264241000006118,,,,"Open #skull bse no intracranial injury, LOC unspec duration",
561821000006117,,,,Closed fracture dislocation of sacro-iliac joint,
1234612017,,,,Closed fracture nose,
151841000006110,,,,Secondary open reduct fracture bone & external fixation HFQ,
25181000006118,,,,Other open fracture-subluxation,
276582018,,,,Other specified fixation of fracture of spine,
318772011,,,,Open fracture of proximal humerus not otherwise specified,
263791000006119,,,,"Open #skull vlt + intracranial injury, unspec state of consc",
4849601000006111,,,,Open fracture dislocation of knee joint,
318927010,,,,"Open fracture hamate, hook",
565561000006111,,,,Closed fracture subluxation acromioclavicular joint,
318881014,,,,Open Galeazzi fracture,
402839018,,,,Closed fracture of sixth cervical vertebra,
318457013,,,,"Closed fracture lumbar vertebra, spondylolysis",
1702521000006110,,,,Primary closed reduction of fracture dislocation of joint and internal fixation,
3253881000006112,,,,Osteoporotic fracture,
276470012,,,,Posterior decompression of fracture of spine,
4848661000006115,,,,Fracture dislocation or subluxation of shoulder,
2605851000006117,,,,Open fracture of shaft of femur,
5389111000006118,,,,Tension band wiring of fracture,
1228028014,,,,Closed fracture of the proximal ulna,
3181871000006118,,,,Closed fracture of cuneiform bone of foot,
318992014,,,,"Closed fracture thumb proximal phalanx, neck",
318556018,,,,Closed fracture of lumbar spine with spinal cord lesion,
570841000006114,,,,"Cls spinal fracture with unspec thoracic cord lesion,T1-6",
1235997015,,,,Closed fracture cuboid,
892401000006119,,,,Path.fracture - NOS,
319230019,,,,Open fracture distal tibia,
318380018,,,,"Closed fracture axis, transverse process",
5460661000006113,,,,Fracture dislocation of thumb,
892421000006112,,,,Path.fracture - lower leg,
875711000006112,,,,Closed reduction- # nasal bone,
325342016,,,,Fracture of bones of trunk,
511384012,,,,Closed fracture of carpal bone,
2808151000006112,,,,Debridement of open fracture of foot,
5462571000006116,,,,Fracture of medial and lateral malleoli,
319030011,,,,"Open fracture thumb distal phalanx, tuft",
2729061000000117,,,,Spiral fracture of bone,
794941000006115,,,,Fracture of frontal sinus,
895311000006115,,,,#Spine NOS - no cord lesion,
256211000006117,,,,"Open fracture-dislocation, tarsometatarsal joint",
5460941000006117,,,,Fracture subluxation of patellofemoral joint,
966701000006118,,,,Primary open reduction of fracture of ankle and complex extramedullary fixation,
560321000006116,,,,"Closed fracture of vault of skull with intracranial injury, with no loss of consciousness",
7563001000006116,,,,Insufficiency fracture,
256351000006110,,,,Open fracture-subluxation other carpal,
5657851000006115,,,,Wedge fracture of thoracic vertebra,
319305019,,,,"Open fracture talus, head",
892411000006116,,,,Path.fracture - ankle/foot,
318889011,,,,"Open fracture distal radius, intra-articular, die-punch",
318480017,,,,"Open fracture pelvis, coccyx",
749201000006118,,,,LFI - Le Fort I fracture of maxilla,
256741000006114,,,,Open fracture-dislocation mid carpal,
391420016,,,,Metatarsal bone fracture,
1230391011,,,,"Open fracture ankle, lateral malleolus",
2993591000006110,,,,Closed fracture of triquetral bone of wrist,
7066661000006117,,,,Closed Salter-Harris type II fracture,
3581831000006114,,,,Open reduction of fracture of zygoma or zygomatic arch,
318748018,,,,Open fracture of scapula NOS,
277186015,,,,Closed reduction of fracture of knee,
277191019,,,,Closed reduction of fracture of hallux,
84797011,,,,Fracture of shaft of humerus,
565891000006117,,,,"Closed fracture-subluxation, subtalar joint",
3014891000006114,,,,Fracture of navicular bone of wrist,
1220597016,,,,Closed fracture multiple ribs,
895471000006116,,,,#Humerus,
483745010,,,,Closed fracture of shaft of radius and ulna,
5658011000006114,,,,Fracture of transverse process of lumbar vertebra,
312161016,,,,Fracture of bone in neoplastic disease,
319108013,,,,"Open fracture proximal femur,subcapital, Garden grade unspec",
492363016,,,,"Open fracture of radius and ulna, shaft",
895411000006113,,,,#Pelvis,
318834013,,,,Open fracture of shaft of radius AND ulna,
499624016,,,,Closed reduction # leg,
1231810014,,,,Collar bone fracture,
649231000006118,,,,Fracture of ethmoid sinus,
981341000006114,,,,Fractures,
895351000006119,,,,#Sacrum/coccyx + cord lesion,
319056016,,,,Multiple fractures of hand bones NOS,
277187012,,,,Closed reduction of fracture of tibia and/or fibula,
253131000006110,,,,Other/multiple open fracture of pelvis NOS,
277220018,,,,Primary arthroscopic reduction and fixation of fracture,
318541000006115,,,,[Q] Open fracture grade 3,
560511000006118,,,,"Closed #skull/face, mult, no intracranial inj, unspec consc",
205931000006116,,,,Primary reduction of intra-articular fracture of bone using arthrotomy as approach,
1231252012,,,,Closed fracture of the ulnar shaft,
857671000006115,,,,Wedge compression # of dorsal spine,
277057016,,,,Primary open reduction of fracture alone,
205291000006112,,,,Primary open reduction of intra-articular fracture of bone,
7587171000006117,,,,Closed fracture of middle phalanx of middle finger,
56330019,,,,Fracture of rib,
5461941000006113,,,,Fracture of proximal end of radius,
319250015,,,,"Fracture of tibia and fibula, NOS",
1494944016,,,,"Closed fracture radius and ulna, proximal",
1222720019,,,,Open fracture shaft of tibia,
5460951000006115,,,,Fracture subluxation of ankle joint,
318389017,,,,"Closed fracture cervical vertebra, tricolumnar",
3896511000006110,,,,Fracture of hamate,
4848851000006116,,,,Closed fracture subluxation elbow joint,
207721000006114,,,,Primary open reduction of fracture and intramedullary nail fixation,
4849991000006113,,,,Closed fracture subluxation of foot,
892481000006111,,,,Path.fracture - multiple,
257211000006119,,,,"Open fracture of tibia or fibula, shaft",
255981000006110,,,,Open fracture-dislocation peri-lunate (dorsal),
256091000006119,,,,"Open fracture dislocation, foot",
255631000006115,,,,Open fracture-subluxation superior radio-ulnar joint,
3591391000006119,,,,Open fracture of trapezium of wrist,
5989221000006114,,,,Elbow fracture,
391423019,,,,March fracture,
210081000006113,,,,Primary closed reduction of fracture and locked unreamed intramedullary nail fixation,
132103012,,,,Closed fracture of astragalus,
7062291000006110,,,,Compression fracture of lumbar spine,
318214018,,,,"Open fracture of mandible, subcondylar",
207621000006118,,,,Primary open reduction of fracture of elbow and fixation with Hook fixation plate,
443804014,,,,Elbow fracture - closed,
318769016,,,,"Open fracture of humerus, upper epiphysis",
793141000006115,,,,Fracture of phalanx of toe,
325485012,,,,[X]Fractures involving other combinations of body regions,
1233512015,,,,"Closed fracture radius, neck",
391349013,,,,Fracture of upper end of radius,
205301000006113,,,,Primary open reduction of intraarticular fracture bone OS,
402877012,,,,Fracture of one or more tarsal and metatarsal bones,
318763015,,,,"Open fracture proximal humerus, neck",
319002011,,,,"Closed fracture finger proximal phalanx, neck",
1554021000006116,,,,Primary open reduction # dislocation joint internal fix NEC,
2857131000006110,,,,Closed reduction of fracture of fibula,
319100018,,,,"Open fracture proximal femur, transcervical",
318746019,,,,"Open fracture scapula, spine",
205441000006119,,,,Primary opn reduc spinal fracture+other external stabilisatn,
263871000006112,,,,"Open #skull vlt no intracranial injury, unspec state consc",
319058015,,,,Ill-defined fracture of arm,
3762541000006110,,,,Open fracture of acetabulum,
7488931000006113,,,,Open reduction of fracture of patella with internal fixation,
3678911000006117,,,,Closed fracture of neck of radius,
276162012,,,,Reduction of fracture of mandible NOS,
318474013,,,,Closed compression fracture sacrum,
318829014,,,,"Closed fracture of radius, shaft, unspecified",
319319019,,,,"Closed fracture proximal phalanx, toe",
318890019,,,,Open extra-articular fracture of distal radius,
895211000006112,,,,#Maxilla,
318690016,,,,Multiple closed fractures of pelvis with disruption of pelvic circle,
7504281000006119,,,,Closed fracture of distal phalanx of great toe,
6005381000006113,,,,Primary open reduction and fixation of fracture,
2755531000006112,,,,Ankle fracture,
79031011,,,,Open fracture of two ribs,
3098691000006118,,,,Closed fracture of hamate bone of wrist,
3710351000006116,,,,Fracture of trapezium,
4849711000006118,,,,Closed fracture dislocation of ankle joint,
55358019,,,,Closed fracture of clavicle,
256101000006113,,,,"Open fracture-dislocation, hip joint",
318824016,,,,"Open fracture proximal ulna, comminuted",
2620681000006114,,,,Fracture of triquetral bone of wrist,
318581015,,,,Open fracture of sacrum with spinal cord lesion,
875611000006116,,,,Open # reduction+intern.fixat.,
3264111000006115,,,,Closed fracture reduction and internal fixation,
3384911000006110,,,,Open fracture of medial malleolus,
319028014,,,,"Open fracture thumb distal phalanx, base",
216665012,,,,[Q] Fractures involving the epiphyseal plate,
318733012,,,,Open fracture of clavicle NOS,
7518051000006113,,,,Closed reduction of fracture of clavicle with internal fixation,
565271000006119,,,,Closed fracture-dislocation elbow joint,
259611000006111,,,,Open fracture base skull without mention intracranial injury,
411309014,,,,"Open fracture of femur, lesser trochanter",
1495502013,,,,Wrist fracture - open,
319304015,,,,"Open fracture of tarsal bone, unspecified",
991021000006118,,,,#Radius/ulna NOS,
318971014,,,,"Open fracture finger metacarpal, multiple",
140571000006110,,,,Shoulder blade fracture,
2625951000006116,,,,"Fracture, oblique",
319324016,,,,"Open fracture proximal phalanx, toe",
402875016,,,,"Closed fracture of femur, unspecified part",
5462651000006110,,,,Fracture of bone of forefoot,
319189019,,,,"Open fracture patella, transverse",
3467351000006110,,,,Open fracture of upper end of fibula,
5462021000006112,,,,Volar Barton fracture,
2593861000006110,,,,Fracture of hip,
4849881000006115,,,,Open fracture dislocation of foot,
277219012,,,,Primary arthroscopic reduction of fracture,
318817017,,,,"Closed fracture proximal radius, comminuted",
319267010,,,,"Open fracture ankle, trimalleolar, low fibular fracture",
531631000006110,,,,C3 vertebra open fracture without spinal cord lesion,
4683491000006119,,,,Reduction of blow-out fracture of orbital floor,
255681000006119,,,,"Open fracture-subluxation, foot",
318574010,,,,Closed fracture of sacrum with other cauda equina injury,
1843951000006113,,,,Primary open reduction of fracture of neck of femur and open fixation using proximal femoral nail antirotation,
5652761000006113,,,,Fracture of neck of fibula,
4849261000006114,,,,Closed fracture dislocation of metacarpophalangeal joint,
566961000006111,,,,Closed reduction of fracture dislocation of joint and internal fixation of joint,
4358241000006117,,,,Colles' fracture,
1233006016,,,,Open fracture of the scaphoid,
276566019,,,,Fixation of fracture of spine using Harrington rod,
318832012,,,,"Open fracture of radius, shaft, unspecified",
2773201000006116,,,,Closed fracture of lower end of radius,
560541000006119,,,,"Closed #skull/face,mult + intracran inj, concussion unspec",
4849161000006119,,,,Open fracture subluxation of the wrist,
479288015,,,,Closed fracture of proximal radius and ulna,
895821000006115,,,,#Ankle - bimalleolar - Potts #,
895491000006115,,,,#Humerus - shaft,
318661010,,,,"Closed fracture acetabulum, double column unspecified",
318429018,,,,"Open fracture cervical vertebra, spinous process",
3488311000006111,,,,Closed fracture of multiple bones of upper limb,
264451000006115,,,,Open #skull bse + intracranial injury + concussion unspec,
892451000006115,,,,Path.fracture - fore arm,
3372201000006117,,,,Closed fracture of shaft of ulna,
851421000006114,,,,Torus fracture of radius,
256691000006112,,,,"Open fracture-dislocation digit, unspecified",
875741000006111,,,,Upper limb #-closed reduct.NOS,
5460571000006117,,,,Fracture dislocation of shoulder joint,
1231346013,,,,"Open fracture ankle, medial malleolus",
2826001000006116,,,,Fracture of hand,
319043011,,,,"Open fracture finger middle phalanx, multiple",
3751451000006112,,,,Fracture of multiple sites of phalanges of hand,
3932001000006116,,,,Open fracture of lower end of radius AND ulna,
264151000006112,,,,"Open #skull bse + intracranial injury, LOC unspec duration",
559991000006119,,,,"Closed fracture of base of skull with intracranial injury, with more than 24 hours loss of consciousness and return to pre-existing conscious level",
318500017,,,,Closed fracture of cervical spine with cord lesion,
5462161000006119,,,,Fracture of sesamoid bone of hand,
277061010,,,,Primary open reduction of fracture and skin traction,
531641000006117,,,,Closed fracture of fourth cervical vertebra without spinal cord injury,
318668016,,,,"Open fracture acetabulum, floor",
564101000006116,,,,"Closed fracture of tibia or fibula, shaft",
319309013,,,,Open fracture metatarsal shaft,
209701000006112,,,,Primary closed reduction #+internal fixation with wire,
277198013,,,,Closed reduction of fracture of metacarpus,
5462121000006113,,,,Fracture of distal end of radius and ulna,
319054018,,,,Closed multiple fractures of hand bones,
3034241000006111,,,,Closed fracture of lower end of radius AND ulna,
2693040014,,,,Closed fracture of bone of knee joint,
7585891000006118,,,,Stress fracture of neck of femur,
318887013,,,,Open dorsal Barton's fracture,
391426010,,,,Multiple fractures of sternum,
318473019,,,,Closed fracture sacrum,
263771000006115,,,,"Open #skull vlt + intracranial injury, LOC unspec duration",
5387861000006116,,,,Fixation of fracture using intramedullary nail,
318914011,,,,Open fracture of radius AND ulna,
461055015,,,,Convalescence after fracture treatment,
318126017,,,,Open fracture vault of skull without intracranial injury,
565261000006114,,,,Closed fracture dislocation elbow joint,
5462081000006111,,,,Fracture of distal end of ulna,
256731000006116,,,,Open fracture-dislocation lunate (volar),
989621000006112,,,,Multiple fractures,
5722071000006111,,,,Pathological fracture - pelvis and/or thigh,
7253031000006112,,,,Closed greenstick fracture,
2530761000006118,,,,Fracture of lunate,
895831000006117,,,,#Ankle - lateral malleolus,
318924015,,,,Closed fracture of other carpal bone,
6206851000006110,,,,Closed fracture of hip,
387591000006110,,,,Fracture at wrist and/or hand level,
4849101000006115,,,,Closed fracture subluxation radiocarpal joint,
4849331000006113,,,,Open fracture dislocation digit,
5657811000006116,,,,Fracture of spinous process of cervical vertebra,
318821012,,,,"Open fracture of proximal forearm, unspecified",
5907221000006115,,,,Closed reduction of fracture of periorbital bone,
3551811000006110,,,,Closed fracture of heel bone,
318820013,,,,Closed fracture of proximal forearm not otherwise specified,
1229927010,,,,Open fracture of the ulnar shaft,
9869421000006111,,,,Periprosthetic fracture of hip,
318460018,,,,"Closed fracture lumbar vertebra, posterior arch",
277053017,,,,Open reduction of fracture,
455445015,,,,Open multiple fracture of thoracic spine,
3692241000006119,,,,Fracture of capitate bone of wrist,
5035471000006110,,,,Fractured nasal septum,
694981000006118,,,,Multiple fractures of skull,
85039010,,,,Fracture of patella,
3014911000006111,,,,Fracture of scaphoid bone,
205041000006113,,,,Primary open reduction of fracture of bone and intramedullary fixation,
391397014,,,,"Closed fracture of femur, distal end",
318438016,,,,"Closed fracture thoracic vertebra, spondylolysis",
319042018,,,,"Open fracture finger middle phalanx, head",
895501000006111,,,,#Humerus - lower end,
318930015,,,,"Open fracture scaphoid, waist, oblique",
2638921000006117,,,,Fracture of acromial process of scapula,
325439014,,,,[X]Fractures of other parts of femur,
895591000006116,,,,#Carpal bones,
565821000006119,,,,"Closed fracture-subluxation, IPJ, multiple toes",
5658401000006116,,,,Mason type I fracture,
318921011,,,,"Closed fracture scaphoid, waist, comminuted",
318719012,,,,Open fracture of pelvis NOS,
276163019,,,,Reduction of fracture of maxilla,
7489291000006113,,,,Open reduction of epiphyseal fracture of humerus with internal fixation,
277105018,,,,Secondary open reduction of fracture of bone NOS,
391352017,,,,Fracture of shaft of radius,
319053012,,,,Fracture of one or more phalanges of hand NOS,
5462631000006115,,,,Fracture of navicular,
874921000006118,,,,Closed reduction-mandibular #,
4848981000006117,,,,Closed fracture dislocation perilunate transscaphoid,
256201000006115,,,,"Open fracture-dislocation, subtalar joint",
5461971000006117,,,,Fracture of radial neck,
5836661000006110,,,,Fracture proximal phalanx of thumb,
895241000006111,,,,#Facial bones NOS,
318531000006113,,,,[Q] Open fracture grade 2,
391282013,,,,Multiple face fractures,
1231985013,,,,Closed fracture proximal fibula,
566921000006117,,,,Closed reduction of bone fracture and external fixation with Gissane spike fixator,
3800941000006118,,,,Open supracondylar fracture of femur,
1234676011,,,,Hand fracture - carpal bone,
451060018,,,,Open Barton's fracture,
2520281000006116,,,,Open fracture of metacarpal bone,
1229331011,,,,Closed fracture lunate,
1726541000006110,,,,"Open fracture of tibia and fibula, distal",
256111000006111,,,,"Open fracture-dislocation, interphalangeal joint thumb",
318196011,,,,Fracture of base of skull,
4683301000006117,,,,Reduction of fracture of malar bone,
565321000006110,,,,Closed fracture-dislocation multiple digits,
34791000006116,,,,Other closed fracture-dislocation,
208871000006119,,,,Prim open reduction fracture bone & intramedull fixation NOS,
276102014,,,,Reduction of fracture of nasoethmoid complex of bones,
1232881017,,,,Open fracture trapezium,
1228300012,,,,Closed fracture trapezoid,
318692012,,,,"Closed fracture pelvis, anterior superior iliac spine",
560091000006117,,,,"Closed #skull bse no intracranial injury, no loss of consc",
557941000006115,,,,Closed fractures involving multiple regions of both upper limbs,
3041051000006119,,,,Closed reduction of fracture of radius and ulna,
276491016,,,,Primary skull traction stabilisation of spinal fracture,
565431000006118,,,,"Closed fracture dislocation, carpometacarpal joint",
255791000006111,,,,"Open fracture-subluxation, subtalar joint",
319182011,,,,"Closed fracture patella, proximal pole",
402850015,,,,Fracture of spine with spinal cord lesion,
318943015,,,,Hand fracture - metacarpal bone,
